locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFHCPLKD_00001	CDS	1293				hypothetical protein
MFHCPLKD_00002	CDS	1182				hypothetical protein
MFHCPLKD_00003	CDS	510				hypothetical protein
MFHCPLKD_00004	CDS	4938				hypothetical protein
MFHCPLKD_00005	CDS	1170				hypothetical protein
MFHCPLKD_00006	CDS	702				hypothetical protein
MFHCPLKD_00007	CDS	549				hypothetical protein
MFHCPLKD_00008	CDS	1362				hypothetical protein
MFHCPLKD_00009	CDS	828	smc			Chromosome partition protein Smc
MFHCPLKD_00010	CDS	2187				hypothetical protein
MFHCPLKD_00011	CDS	282				hypothetical protein
MFHCPLKD_00012	CDS	645				hypothetical protein
MFHCPLKD_00013	CDS	1224				hypothetical protein
