ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	284	493	-	6.5	Prodigal_v2.6.3	circular_pair_3186
1_2	838	1200	-	6.5	Prodigal_v2.6.3	circular_pair_3186
1_3	2401	2580	-	1.0	Prodigal_v2.6.3	circular_pair_3186
1_4	3797	4000	-	6.6	Prodigal_v2.6.3	circular_pair_3186
1_5	7393	7644	+	19.6	Prodigal_v2.6.3	circular_pair_3186
1_6	7676	7870	+	8.5	Prodigal_v2.6.3	circular_pair_3186
1_7	8080	8280	+	6.3	Prodigal_v2.6.3	circular_pair_3186
1_8	8314	8514	+	0.1	Prodigal_v2.6.3	circular_pair_3186
1_9	8561	8653	+	5.1	Prodigal_v2.6.3	circular_pair_3186
1_10	8625	8732	+	3.9	Prodigal_v2.6.3	circular_pair_3186
1_11	8710	8889	+	6.1	Prodigal_v2.6.3	circular_pair_3186
1_12	8861	8998	+	4.6	Prodigal_v2.6.3	circular_pair_3186
1_13	8979	9107	+	2.2	Prodigal_v2.6.3	circular_pair_3186
1_14	9146	9277	+	10.4	Prodigal_v2.6.3	circular_pair_3186
1_15	9612	9713	+	4.1	Prodigal_v2.6.3	circular_pair_3186
1_16	10184	10378	+	7.1	Prodigal_v2.6.3	circular_pair_3186
1_17	10332	10460	+	0.1	Prodigal_v2.6.3	circular_pair_3186
1_18	10624	10722	+	0.1	Prodigal_v2.6.3	circular_pair_3186
1_19	11160	11306	+	7.7	Prodigal_v2.6.3	circular_pair_3186
1_20	11692	11802	+	7.4	Prodigal_v2.6.3	circular_pair_3186
1_21	12075	12176	+	2.2	Prodigal_v2.6.3	circular_pair_3186
1_22	12488	12658	+	6.3	Prodigal_v2.6.3	circular_pair_3186
1_23	12735	12998	+	17.5	Prodigal_v2.6.3	circular_pair_3186
1_24	14363	14464	+	7.6	Prodigal_v2.6.3	circular_pair_3186
1_25	16092	16217	+	5.7	Prodigal_v2.6.3	circular_pair_3186
1_26	16670	16792	+	1.2	Prodigal_v2.6.3	circular_pair_3186
1_27	17474	17581	+	6.3	Prodigal_v2.6.3	circular_pair_3186
1_28	18284	18685	+	28.6	Prodigal_v2.6.3	circular_pair_3186
1_29	19639	19929	+	20.8	Prodigal_v2.6.3	circular_pair_3186
1_30	20888	21010	+	2.8	Prodigal_v2.6.3	circular_pair_3186
1_31	21260	22042	+	17.9	Prodigal_v2.6.3	circular_pair_3186
1_32	22602	23027	+	15.5	Prodigal_v2.6.3	circular_pair_3186
1_33	23108	23341	+	5.3	Prodigal_v2.6.3	circular_pair_3186
1_34	23338	23595	+	19.6	Prodigal_v2.6.3	circular_pair_3186
1_35	23598	23699	+	12.4	Prodigal_v2.6.3	circular_pair_3186
orf00003	668	841	+	3.16	glimmer3	circular_pair_3186
orf00004	1122	1238	+	1.13	glimmer3	circular_pair_3186
orf00006	1457	1684	+	2.08	glimmer3	circular_pair_3186
orf00007	2131	2277	+	1.54	glimmer3	circular_pair_3186
orf00009	2549	2770	+	1.32	glimmer3	circular_pair_3186
orf00012	3055	3213	+	0.76	glimmer3	circular_pair_3186
orf00013	3865	4002	-	1.44	glimmer3	circular_pair_3186
orf00014	4571	4714	+	0.62	glimmer3	circular_pair_3186
orf00015	4872	5087	+	3.32	glimmer3	circular_pair_3186
orf00018	5196	5363	-	1.18	glimmer3	circular_pair_3186
orf00020	6018	6137	-	2.33	glimmer3	circular_pair_3186
orf00022	6260	6421	-	7.60	glimmer3	circular_pair_3186
orf00023	6418	6627	-	7.47	glimmer3	circular_pair_3186
orf00024	6704	6877	-	9.65	glimmer3	circular_pair_3186
orf00025	7016	7270	-	6.30	glimmer3	circular_pair_3186
orf00026	7528	7650	-	5.60	glimmer3	circular_pair_3186
orf00027	7637	7888	-	5.08	glimmer3	circular_pair_3186
orf00029	8080	8280	+	5.54	glimmer3	circular_pair_3186
orf00030	8314	8514	+	5.14	glimmer3	circular_pair_3186
orf00031	8586	8978	-	4.81	glimmer3	circular_pair_3186
orf00032	9057	9218	-	8.42	glimmer3	circular_pair_3186
orf00033	9259	9423	-	7.45	glimmer3	circular_pair_3186
orf00034	9471	9626	-	4.43	glimmer3	circular_pair_3186
orf00036	9666	10010	-	8.44	glimmer3	circular_pair_3186
orf00038	10056	10199	-	3.57	glimmer3	circular_pair_3186
orf00039	10229	10378	+	4.18	glimmer3	circular_pair_3186
orf00041	10676	10810	-	1.68	glimmer3	circular_pair_3186
orf00042	10926	11174	-	7.63	glimmer3	circular_pair_3186
orf00043	11171	11287	-	2.33	glimmer3	circular_pair_3186
orf00045	11437	11616	+	2.04	glimmer3	circular_pair_3186
orf00047	11613	11786	-	11.23	glimmer3	circular_pair_3186
orf00049	11821	12021	-	4.42	glimmer3	circular_pair_3186
orf00050	12043	12165	+	1.36	glimmer3	circular_pair_3186
orf00051	12225	12350	-	1.85	glimmer3	circular_pair_3186
orf00052	12485	12601	-	7.55	glimmer3	circular_pair_3186
orf00054	12747	12998	+	2.01	glimmer3	circular_pair_3186
orf00055	13086	13304	-	6.97	glimmer3	circular_pair_3186
orf00057	13393	13506	-	2.07	glimmer3	circular_pair_3186
orf00058	13577	13696	-	5.07	glimmer3	circular_pair_3186
orf00059	13746	13883	-	4.22	glimmer3	circular_pair_3186
orf00061	13949	14281	-	3.39	glimmer3	circular_pair_3186
