locus_tag	ftype	length_bp	gene	EC_number	COG	product
BACHAPGJ_00001	CDS	972				hypothetical protein
BACHAPGJ_00002	CDS	1464				hypothetical protein
BACHAPGJ_00003	CDS	381				hypothetical protein
BACHAPGJ_00004	CDS	1776				hypothetical protein
BACHAPGJ_00005	CDS	2268				hypothetical protein
BACHAPGJ_00006	CDS	945				hypothetical protein
BACHAPGJ_00007	CDS	801				hypothetical protein
BACHAPGJ_00008	CDS	534				hypothetical protein
BACHAPGJ_00009	CDS	168				hypothetical protein
BACHAPGJ_00010	CDS	1341				hypothetical protein
BACHAPGJ_00011	CDS	1257				hypothetical protein
BACHAPGJ_00012	CDS	1062				hypothetical protein
BACHAPGJ_00013	CDS	435				hypothetical protein
BACHAPGJ_00014	CDS	987				hypothetical protein
BACHAPGJ_00015	CDS	342				hypothetical protein
BACHAPGJ_00016	CDS	240				hypothetical protein
