CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	-	3	602	600	contig_1207	prodigal	-	3	602	600	contig_1207	
2							phanotate	-	586	720	135	contig_1207							
3	glimmer	-	599	772	174	contig_1207													
4	glimmer	-	776	1336	561	contig_1207	phanotate	-	776	1336	561	contig_1207	prodigal	-	776	1336	561	contig_1207	
5	glimmer	-	1333	1611	279	contig_1207													
6							phanotate	-	1333	1851	519	contig_1207	prodigal	-	1333	1851	519	contig_1207	
7	glimmer	+	1717	1833	117	contig_1207													
8	glimmer	-	1823	2233	411	contig_1207	phanotate	-	1823	2233	411	contig_1207	prodigal	-	1823	2233	411	contig_1207	
9	glimmer	-	2230	2553	324	contig_1207	phanotate	-	2230	2553	324	contig_1207	prodigal	-	2230	2553	324	contig_1207	
10							phanotate	-	2634	3578	945	contig_1207	prodigal	-	2634	3578	945	contig_1207	
11	glimmer	-	2634	3593	960	contig_1207													
12	glimmer	-	3554	3874	321	contig_1207	phanotate	-	3554	3874	321	contig_1207	prodigal	-	3554	3874	321	contig_1207	
13	glimmer	-	3884	4153	270	contig_1207	phanotate	-	3884	4153	270	contig_1207							
14							phanotate	-	4143	4235	93	contig_1207							
15							phanotate	-	4232	4321	90	contig_1207							
16							phanotate	-	4352	4486	135	contig_1207							
17	glimmer	-	4483	4914	432	contig_1207	phanotate	-	4483	4914	432	contig_1207							
18													prodigal	-	4483	5040	558	contig_1207	
19	glimmer	-	4988	5323	336	contig_1207	phanotate	-	4988	5323	336	contig_1207	prodigal	-	4988	5323	336	contig_1207	
20	glimmer	-	5331	5501	171	contig_1207													
21							phanotate	-	5331	5873	543	contig_1207	prodigal	-	5331	5873	543	contig_1207	
22	glimmer	-	5498	5800	303	contig_1207													
23	glimmer	-	5926	6075	150	contig_1207	phanotate	-	5926	6075	150	contig_1207							
24							phanotate	+	6077	6169	93	contig_1207							
25	glimmer	+	6166	6864	699	contig_1207	phanotate	+	6166	6864	699	contig_1207							
26													prodigal	+	6175	6864	690	contig_1207	
27	glimmer	+	6928	7344	417	contig_1207													
28							phanotate	+	6944	7057	114	contig_1207							
29							phanotate	+	7139	7408	270	contig_1207							
30	glimmer	+	7424	7582	159	contig_1207	phanotate	+	7424	7582	159	contig_1207							
31							phanotate	+	7570	7758	189	contig_1207							
32	glimmer	+	7579	7758	180	contig_1207							prodigal	+	7579	7758	180	contig_1207	
33	glimmer	+	7749	8042	294	contig_1207	phanotate	+	7749	8042	294	contig_1207							
34							phanotate	+	8039	8155	117	contig_1207							
35							phanotate	+	8152	8277	126	contig_1207							
36							phanotate	+	8447	8629	183	contig_1207							
37							phanotate	+	8626	8715	90	contig_1207							
38	glimmer	+	8820	9110	291	contig_1207	phanotate	+	8820	9110	291	contig_1207							
39	glimmer	+	9112	9246	135	contig_1207													
40							phanotate	+	9176	9289	114	contig_1207							
41	glimmer	-	9328	9585	258	contig_1207							prodigal	-	9328	9585	258	contig_1207	
42							phanotate	+	9349	9597	249	contig_1207							
43							phanotate	+	9567	9683	117	contig_1207							
44													prodigal	+	9728	10189	462	contig_1207	
45	glimmer	+	9758	10189	432	contig_1207	phanotate	+	9758	10189	432	contig_1207							
46							phanotate	+	10182	10373	192	contig_1207	prodigal	+	10182	10373	192	contig_1207	
47	glimmer	+	10218	10373	156	contig_1207													
48													prodigal	+	10348	10518	171	contig_1207	
49	glimmer	+	10354	10518	165	contig_1207	phanotate	+	10354	10518	165	contig_1207							
50	glimmer	+	10515	10784	270	contig_1207	phanotate	+	10515	10784	270	contig_1207	prodigal	+	10515	10784	270	contig_1207	
51	glimmer	+	10794	12032	1239	contig_1207	phanotate	+	10794	12032	1239	contig_1207	prodigal	+	10794	12032	1239	contig_1207	
52	glimmer	+	12113	12436	324	contig_1207	phanotate	+	12113	12436	324	contig_1207	prodigal	+	12113	12436	324	contig_1207	
53	glimmer	+	12433	12843	411	contig_1207	phanotate	+	12433	12843	411	contig_1207	prodigal	+	12433	12843	411	contig_1207	
54							phanotate	+	12815	13333	519	contig_1207	prodigal	+	12815	13333	519	contig_1207	
55	glimmer	-	12833	12949	117	contig_1207													
56	glimmer	+	13055	13333	279	contig_1207													
57	glimmer	+	13330	13890	561	contig_1207	phanotate	+	13330	13890	561	contig_1207	prodigal	+	13330	13890	561	contig_1207	
58	glimmer	+	13894	14067	174	contig_1207													
59							phanotate	+	13946	14080	135	contig_1207							
60	glimmer	+	14064	15581	1518	contig_1207	phanotate	+	14064	15581	1518	contig_1207	prodigal	+	14064	15581	1518	contig_1207	
61	glimmer	+	15581	15937	357	contig_1207	phanotate	+	15581	15937	357	contig_1207	prodigal	+	15581	15937	357	contig_1207	
62	glimmer	+	15934	16257	324	contig_1207	phanotate	+	15934	16257	324	contig_1207	prodigal	+	15934	16257	324	contig_1207	
63							phanotate	+	16254	16349	96	contig_1207							
64	glimmer	+	16342	18249	1908	contig_1207							prodigal	+	16342	18249	1908	contig_1207	
65							phanotate	+	16402	18249	1848	contig_1207							
66	glimmer	+	18285	19586	1302	contig_1207	phanotate	+	18285	19586	1302	contig_1207	prodigal	+	18285	19586	1302	contig_1207	
67	glimmer	+	19583	20653	1071	contig_1207	phanotate	+	19583	20653	1071	contig_1207	prodigal	+	19583	20653	1071	contig_1207	
68	glimmer	+	20653	21189	537	contig_1207	phanotate	+	20653	21189	537	contig_1207	prodigal	+	20653	21189	537	contig_1207	
69	glimmer	+	21186	21692	507	contig_1207	phanotate	+	21186	21692	507	contig_1207	prodigal	+	21186	21692	507	contig_1207	
70							phanotate	+	21641	22156	516	contig_1207	prodigal	+	21641	22156	516	contig_1207	
71	glimmer	+	21689	22156	468	contig_1207													
72	glimmer	+	22160	22747	588	contig_1207							prodigal	+	22160	22747	588	contig_1207	
73							phanotate	-	22163	23218	1056	contig_1207							
