#id:	circular_read_142
#START	STOP	FRAME	CONTIG	SCORE
177	82	-	circular_read_142	-3.641482885947861648350469075	
370	197	-	circular_read_142	-0.1958440702737918908543023612	
544	449	-	circular_read_142	-3.641482885947861648350469075	
737	564	-	circular_read_142	-0.1958440702737918908543023612	
911	816	-	circular_read_142	-3.641482885947861648350469075	
1104	931	-	circular_read_142	-0.1958440702737918908543023612	
1278	1183	-	circular_read_142	-3.641482885947861648350469075	
1471	1298	-	circular_read_142	-0.1958440702737918908543023612	
1645	1550	-	circular_read_142	-3.641482885947861648350469075	
1838	1665	-	circular_read_142	-0.1958440702737918908543023612	
2012	1917	-	circular_read_142	-3.641482885947861648350469075	
2205	2032	-	circular_read_142	-0.1958440702737918908543023612	
2379	2284	-	circular_read_142	-3.641482885947861648350469075	
2572	2399	-	circular_read_142	-0.1910923650386882398100304768	
2746	2651	-	circular_read_142	-3.282838690712504310009289910	
2957	2766	-	circular_read_142	-5.447971285558674030725420568	
