ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	307	660	+	22.6	Prodigal_v2.6.3	circular_pair_1976
1_2	1035	1616	+	39.9	Prodigal_v2.6.3	circular_pair_1976
1_3	1919	2308	+	8.8	Prodigal_v2.6.3	circular_pair_1976
1_4	2979	3416	+	15.1	Prodigal_v2.6.3	circular_pair_1976
1_5	3406	3660	+	2.1	Prodigal_v2.6.3	circular_pair_1976
1_6	5276	5974	-	51.1	Prodigal_v2.6.3	circular_pair_1976
1_7	6555	6791	-	11.3	Prodigal_v2.6.3	circular_pair_1976
1_8	7186	7509	-	9.6	Prodigal_v2.6.3	circular_pair_1976
1_9	7512	7799	-	3.6	Prodigal_v2.6.3	circular_pair_1976
orf00001	62	202	+	15.16	glimmer3	circular_pair_1976
orf00003	307	660	+	2.12	glimmer3	circular_pair_1976
orf00004	644	790	+	9.24	glimmer3	circular_pair_1976
orf00005	813	950	-	8.45	glimmer3	circular_pair_1976
orf00007	1035	1616	+	2.91	glimmer3	circular_pair_1976
orf00008	1600	1746	+	9.24	glimmer3	circular_pair_1976
orf00009	1765	1896	-	8.86	glimmer3	circular_pair_1976
orf00010	2579	2722	+	1.59	glimmer3	circular_pair_1976
orf00011	2875	3012	-	8.91	glimmer3	circular_pair_1976
orf00014	3834	3971	-	8.74	glimmer3	circular_pair_1976
orf00015	4242	4370	-	0.68	glimmer3	circular_pair_1976
orf00017	4671	4787	-	0.71	glimmer3	circular_pair_1976
orf00018	4986	5123	+	14.51	glimmer3	circular_pair_1976
orf00019	5146	5292	-	10.57	glimmer3	circular_pair_1976
orf00021	5276	5974	-	2.93	glimmer3	circular_pair_1976
orf00022	6229	6348	-	1.87	glimmer3	circular_pair_1976
orf00025	6837	7037	+	14.37	glimmer3	circular_pair_1976
orf00026	7056	7202	-	9.38	glimmer3	circular_pair_1976
orf00027	7186	7305	-	1.87	glimmer3	circular_pair_1976
NA	62	202	+	NA	PHANOTATE	circular_pair_1976
NA	307	660	+	NA	PHANOTATE	circular_pair_1976
NA	644	790	+	NA	PHANOTATE	circular_pair_1976
NA	950	813	-	NA	PHANOTATE	circular_pair_1976
NA	1035	1616	+	NA	PHANOTATE	circular_pair_1976
NA	1600	1746	+	NA	PHANOTATE	circular_pair_1976
NA	1896	1765	-	NA	PHANOTATE	circular_pair_1976
NA	1919	2308	+	NA	PHANOTATE	circular_pair_1976
NA	2326	2484	+	NA	PHANOTATE	circular_pair_1976
NA	2579	2722	+	NA	PHANOTATE	circular_pair_1976
NA	2970	2875	-	NA	PHANOTATE	circular_pair_1976
NA	2979	3416	+	NA	PHANOTATE	circular_pair_1976
NA	3406	3660	+	NA	PHANOTATE	circular_pair_1976
NA	3735	3827	+	NA	PHANOTATE	circular_pair_1976
NA	3896	4015	+	NA	PHANOTATE	circular_pair_1976
NA	4057	4173	+	NA	PHANOTATE	circular_pair_1976
NA	4209	4301	+	NA	PHANOTATE	circular_pair_1976
NA	4291	4488	+	NA	PHANOTATE	circular_pair_1976
NA	4516	4611	+	NA	PHANOTATE	circular_pair_1976
NA	4880	4671	-	NA	PHANOTATE	circular_pair_1976
NA	5073	4942	-	NA	PHANOTATE	circular_pair_1976
NA	5292	5146	-	NA	PHANOTATE	circular_pair_1976
NA	5974	5276	-	NA	PHANOTATE	circular_pair_1976
NA	5982	6080	+	NA	PHANOTATE	circular_pair_1976
NA	6348	6229	-	NA	PHANOTATE	circular_pair_1976
NA	6554	6438	-	NA	PHANOTATE	circular_pair_1976
NA	6791	6555	-	NA	PHANOTATE	circular_pair_1976
NA	6984	6853	-	NA	PHANOTATE	circular_pair_1976
NA	7202	7056	-	NA	PHANOTATE	circular_pair_1976
NA	7305	7186	-	NA	PHANOTATE	circular_pair_1976
NA	7768	7406	-	NA	PHANOTATE	circular_pair_1976
