ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	1612	1797	-	16.9	Prodigal_v2.6.3	contig_2184
1_2	1821	1958	-	5.3	Prodigal_v2.6.3	contig_2184
1_3	2098	2274	-	8.1	Prodigal_v2.6.3	contig_2184
1_4	2299	2637	+	40.0	Prodigal_v2.6.3	contig_2184
1_5	2874	3218	+	39.8	Prodigal_v2.6.3	contig_2184
1_6	3181	3492	+	7.9	Prodigal_v2.6.3	contig_2184
1_7	3993	4193	+	15.9	Prodigal_v2.6.3	contig_2184
1_8	4320	4553	+	13.9	Prodigal_v2.6.3	contig_2184
1_9	4572	5168	+	66.0	Prodigal_v2.6.3	contig_2184
1_10	6036	6623	+	17.9	Prodigal_v2.6.3	contig_2184
1_11	6804	7118	+	43.6	Prodigal_v2.6.3	contig_2184
1_12	7215	7565	+	32.2	Prodigal_v2.6.3	contig_2184
1_13	7582	7929	+	42.9	Prodigal_v2.6.3	contig_2184
1_14	8021	8479	+	53.0	Prodigal_v2.6.3	contig_2184
1_15	8578	9153	+	68.6	Prodigal_v2.6.3	contig_2184
1_16	9229	9585	+	56.3	Prodigal_v2.6.3	contig_2184
1_17	9710	9925	+	27.9	Prodigal_v2.6.3	contig_2184
1_18	9931	10338	+	43.1	Prodigal_v2.6.3	contig_2184
1_19	10340	10609	+	25.5	Prodigal_v2.6.3	contig_2184
1_20	10622	10729	+	6.6	Prodigal_v2.6.3	contig_2184
1_21	13352	13810	-	49.6	Prodigal_v2.6.3	contig_2184
1_22	14172	14801	+	89.1	Prodigal_v2.6.3	contig_2184
orf00001	76	204	-	3.48	glimmer3	contig_2184
orf00002	565	690	+	0.90	glimmer3	contig_2184
orf00003	871	1008	-	1.50	glimmer3	contig_2184
orf00004	1032	1175	-	2.16	glimmer3	contig_2184
orf00005	1467	1634	+	3.77	glimmer3	contig_2184
orf00006	1612	1797	-	4.12	glimmer3	contig_2184
orf00008	2098	2274	-	6.49	glimmer3	contig_2184
orf00009	2299	2637	+	3.21	glimmer3	contig_2184
orf00010	2634	2765	-	1.76	glimmer3	contig_2184
orf00011	2874	3218	+	2.22	glimmer3	contig_2184
orf00012	3419	3577	+	1.24	glimmer3	contig_2184
orf00013	3580	3756	+	4.22	glimmer3	contig_2184
orf00014	3993	4193	+	2.02	glimmer3	contig_2184
orf00015	4389	4553	+	1.18	glimmer3	contig_2184
orf00016	4572	5168	+	2.80	glimmer3	contig_2184
orf00017	5235	5366	+	0.99	glimmer3	contig_2184
orf00021	6036	6623	+	2.61	glimmer3	contig_2184
orf00026	8021	8479	+	2.89	glimmer3	contig_2184
orf00028	8578	9153	+	2.91	glimmer3	contig_2184
orf00029	9229	9585	+	4.41	glimmer3	contig_2184
orf00030	9710	9925	+	0.19	glimmer3	contig_2184
orf00031	9910	10338	+	2.99	glimmer3	contig_2184
orf00033	10855	10977	-	3.52	glimmer3	contig_2184
orf00034	11039	11161	-	1.85	glimmer3	contig_2184
