scaffold_2752_1,scaffold_2752,hypothetical
scaffold_2752_2,scaffold_2752,hypothetical
scaffold_2752_3,scaffold_2752,hypothetical
scaffold_2752_4,scaffold_2752,hypothetical
scaffold_2752_5,scaffold_2752,hypothetical
scaffold_2752_6,scaffold_2752,hypothetical
scaffold_2752_7,scaffold_2752,REFSEQ
scaffold_2752_8,scaffold_2752,hypothetical
scaffold_2752_9,scaffold_2752,dnaB
scaffold_2752_10,scaffold_2752,sbcD
scaffold_2752_11,scaffold_2752,hypothetical
scaffold_2752_12,scaffold_2752,sbcC
scaffold_2752_13,scaffold_2752,REFSEQ
scaffold_2752_14,scaffold_2752,dnaG
scaffold_2752_15,scaffold_2752,E2_7.1.76
scaffold_2752_16,scaffold_2752,hypothetical
scaffold_2752_17,scaffold_2752,hypothetical
scaffold_2752_18,scaffold_2752,hypothetical
scaffold_2752_19,scaffold_2752,hypothetical
scaffold_2752_20,scaffold_2752,hypothetical
scaffold_2752_21,scaffold_2752,hypothetical
scaffold_2752_22,scaffold_2752,hypothetical
scaffold_2752_23,scaffold_2752,hypothetical
scaffold_2752_24,scaffold_2752,hypothetical
scaffold_2752_25,scaffold_2752,E2_7.1.76
scaffold_2752_26,scaffold_2752,sp_A0A0H3CCP8_SOCA_CAUVN
scaffold_2752_27,scaffold_2752,hypothetical
scaffold_2752_28,scaffold_2752,hypothetical
scaffold_2752_29,scaffold_2752,hypothetical
scaffold_2752_30,scaffold_2752,hypothetical
scaffold_2752_31,scaffold_2752,hypothetical
scaffold_2752_32,scaffold_2752,hypothetical
scaffold_2752_33,scaffold_2752,hypothetical
scaffold_2752_34,scaffold_2752,hypothetical
scaffold_2752_35,scaffold_2752,sp_A0A0H3CCP8_SOCA_CAUVN
scaffold_2752_36,scaffold_2752,sp_A0A0H3CCP8_SOCA_CAUVN
scaffold_2752_37,scaffold_2752,hypothetical
scaffold_2752_38,scaffold_2752,hypothetical
scaffold_2752_39,scaffold_2752,hypothetical
scaffold_2752_40,scaffold_2752,hypothetical
scaffold_2752_41,scaffold_2752,hypothetical
scaffold_2752_42,scaffold_2752,hypothetical
scaffold_2752_43,scaffold_2752,hypothetical
scaffold_2752_44,scaffold_2752,hypothetical
scaffold_2752_45,scaffold_2752,hypothetical
scaffold_2752_46,scaffold_2752,hypothetical
scaffold_2752_47,scaffold_2752,sp_A0A0H3CCP8_SOCA_CAUVN
scaffold_2752_48,scaffold_2752,hypothetical
scaffold_2752_49,scaffold_2752,hypothetical
scaffold_2752_50,scaffold_2752,hypothetical
scaffold_2752_51,scaffold_2752,sp_O48499_D14_BPT5
scaffold_2752_52,scaffold_2752,hypothetical
scaffold_2752_53,scaffold_2752,hypothetical
scaffold_2752_54,scaffold_2752,REFSEQ
scaffold_2752_55,scaffold_2752,sp_P0A3H0_DBH_GEOSE
scaffold_2752_56,scaffold_2752,polA
scaffold_2752_57,scaffold_2752,REFSEQ
scaffold_2752_58,scaffold_2752,hypothetical
scaffold_2752_59,scaffold_2752,recA
scaffold_2752_60,scaffold_2752,sp_P06226_GP33_BPSP1
scaffold_2752_61,scaffold_2752,sigH
scaffold_2752_62,scaffold_2752,hypothetical
scaffold_2752_63,scaffold_2752,hypothetical
scaffold_2752_64,scaffold_2752,xlyAB
scaffold_2752_65,scaffold_2752,REFSEQ
scaffold_2752_66,scaffold_2752,hypothetical
scaffold_2752_67,scaffold_2752,hypothetical
scaffold_2752_68,scaffold_2752,REFSEQ
scaffold_2752_69,scaffold_2752,hypothetical
scaffold_2752_70,scaffold_2752,hypothetical
scaffold_2752_71,scaffold_2752,hypothetical
scaffold_2752_72,scaffold_2752,sp_P13059_RCII_BPP4
scaffold_2752_73,scaffold_2752,hypothetical
scaffold_2752_74,scaffold_2752,hypothetical
scaffold_2752_75,scaffold_2752,hypothetical
scaffold_2752_76,scaffold_2752,hypothetical
scaffold_2752_77,scaffold_2752,REFSEQ
scaffold_2752_78,scaffold_2752,hypothetical
scaffold_2752_79,scaffold_2752,hypothetical
scaffold_2752_80,scaffold_2752,hypothetical
scaffold_2752_81,scaffold_2752,hypothetical
scaffold_2752_82,scaffold_2752,hypothetical
scaffold_2752_83,scaffold_2752,hypothetical
scaffold_2752_84,scaffold_2752,hypothetical
scaffold_2752_85,scaffold_2752,hypothetical
scaffold_2752_86,scaffold_2752,REFSEQ
scaffold_2752_87,scaffold_2752,hypothetical
scaffold_2752_88,scaffold_2752,hypothetical
scaffold_2752_89,scaffold_2752,hypothetical
scaffold_2752_90,scaffold_2752,hypothetical
scaffold_2752_91,scaffold_2752,hypothetical
scaffold_2752_92,scaffold_2752,hypothetical
scaffold_2752_93,scaffold_2752,hypothetical
scaffold_2752_94,scaffold_2752,REFSEQ
scaffold_2752_95,scaffold_2752,hypothetical
scaffold_2752_96,scaffold_2752,hypothetical
scaffold_2752_97,scaffold_2752,hypothetical
scaffold_2752_98,scaffold_2752,hypothetical
scaffold_2752_99,scaffold_2752,hypothetical
scaffold_2752_100,scaffold_2752,hypothetical
scaffold_2752_101,scaffold_2752,hypothetical
scaffold_2752_102,scaffold_2752,hypothetical
contig_3004_1,contig_3004,hypothetical
contig_3004_2,contig_3004,hypothetical
contig_3004_3,contig_3004,REFSEQ
contig_3004_4,contig_3004,hypothetical
contig_3004_5,contig_3004,hypothetical
contig_3004_6,contig_3004,REFSEQ
contig_3004_7,contig_3004,hypothetical
contig_3004_8,contig_3004,ssb
contig_3004_9,contig_3004,recT
contig_3004_10,contig_3004,recE
contig_3004_11,contig_3004,recE
contig_3004_12,contig_3004,recT
contig_3004_13,contig_3004,ssb
contig_2968_1,contig_2968,hypothetical
contig_2968_2,contig_2968,sp_O10330_VLF1_NPVOP
contig_2968_3,contig_2968,sp_P51767_BPJ_BPP2
contig_2968_4,contig_2968,REFSEQ
contig_2968_5,contig_2968,xerD
contig_2968_6,contig_2968,sp_P51767_BPJ_BPP2
contig_2968_7,contig_2968,hypothetical
contig_1147_1,contig_1147,hypothetical
contig_1147_2,contig_1147,hypothetical
contig_1147_3,contig_1147,hypothetical
contig_1147_4,contig_1147,REFSEQ
contig_1147_5,contig_1147,hypothetical
contig_1147_6,contig_1147,E3_2.1.17
contig_1147_7,contig_1147,hypothetical
contig_1147_8,contig_1147,hypothetical
contig_1147_9,contig_1147,E3_2.1.17
contig_1147_10,contig_1147,hypothetical
contig_1147_11,contig_1147,REFSEQ
contig_1147_12,contig_1147,hypothetical
contig_1147_13,contig_1147,hypothetical
contig_1147_14,contig_1147,hypothetical
contig_1147_15,contig_1147,hypothetical
contig_1147_16,contig_1147,hypothetical
contig_1147_17,contig_1147,REFSEQ
contig_1147_18,contig_1147,hypothetical
contig_1147_19,contig_1147,sp_P04892_ERF_BPP22
contig_1147_20,contig_1147,E3_1.11.3
contig_1147_21,contig_1147,ssb
contig_1147_22,contig_1147,sp_P03765_NINB_LAMBD
contig_1147_23,contig_1147,hypothetical
contig_1147_24,contig_1147,hypothetical
contig_1147_25,contig_1147,REFSEQ
