ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	223	621	+	52.4	Prodigal_v2.6.3	contig_1992
1_2	668	997	+	38.0	Prodigal_v2.6.3	contig_1992
1_3	1000	1434	+	64.6	Prodigal_v2.6.3	contig_1992
1_4	1434	1886	+	51.0	Prodigal_v2.6.3	contig_1992
1_5	2078	2290	+	27.7	Prodigal_v2.6.3	contig_1992
1_6	2300	2842	+	32.0	Prodigal_v2.6.3	contig_1992
1_7	3394	3861	+	57.1	Prodigal_v2.6.3	contig_1992
1_8	4252	4674	+	27.3	Prodigal_v2.6.3	contig_1992
1_9	4678	4824	+	2.5	Prodigal_v2.6.3	contig_1992
1_10	5022	5432	+	47.6	Prodigal_v2.6.3	contig_1992
1_11	5744	5941	-	14.9	Prodigal_v2.6.3	contig_1992
1_12	5945	6211	+	15.0	Prodigal_v2.6.3	contig_1992
1_13	6217	6702	+	14.4	Prodigal_v2.6.3	contig_1992
1_14	6702	9134	+	354.2	Prodigal_v2.6.3	contig_1992
1_15	9127	9789	+	108.7	Prodigal_v2.6.3	contig_1992
1_16	9880	10230	+	49.4	Prodigal_v2.6.3	contig_1992
1_17	10243	11253	+	142.0	Prodigal_v2.6.3	contig_1992
1_18	11309	11896	+	71.8	Prodigal_v2.6.3	contig_1992
1_19	11893	13017	+	28.3	Prodigal_v2.6.3	contig_1992
1_20	13017	13580	+	31.4	Prodigal_v2.6.3	contig_1992
1_21	13573	14088	-	11.8	Prodigal_v2.6.3	contig_1992
1_22	14309	14986	+	19.5	Prodigal_v2.6.3	contig_1992
1_23	15093	15770	-	19.5	Prodigal_v2.6.3	contig_1992
1_24	15991	16506	+	11.8	Prodigal_v2.6.3	contig_1992
1_25	16499	17062	-	31.4	Prodigal_v2.6.3	contig_1992
1_26	17062	18186	-	28.3	Prodigal_v2.6.3	contig_1992
1_27	18183	18770	-	71.8	Prodigal_v2.6.3	contig_1992
1_28	18826	19836	-	142.0	Prodigal_v2.6.3	contig_1992
1_29	19849	20199	-	49.4	Prodigal_v2.6.3	contig_1992
