ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	693	800	-	1.0	Prodigal_v2.6.3	circular_pair_679
1_2	970	1152	-	12.5	Prodigal_v2.6.3	circular_pair_679
1_3	1238	1402	-	14.6	Prodigal_v2.6.3	circular_pair_679
1_4	1457	1555	-	5.4	Prodigal_v2.6.3	circular_pair_679
1_5	1521	1931	-	42.6	Prodigal_v2.6.3	circular_pair_679
1_6	2190	2348	-	3.9	Prodigal_v2.6.3	circular_pair_679
1_7	2785	2961	-	21.3	Prodigal_v2.6.3	circular_pair_679
1_8	2952	3053	-	7.7	Prodigal_v2.6.3	circular_pair_679
1_9	3076	3168	-	3.1	Prodigal_v2.6.3	circular_pair_679
1_10	3324	3482	-	7.5	Prodigal_v2.6.3	circular_pair_679
1_11	6047	6235	-	10.2	Prodigal_v2.6.3	circular_pair_679
orf00003	509	691	-	8.12	glimmer3	circular_pair_679
orf00005	1658	1957	+	2.22	glimmer3	circular_pair_679
orf00007	2237	3157	+	2.94	glimmer3	circular_pair_679
orf00008	3147	3725	+	2.57	glimmer3	circular_pair_679
orf00009	3953	4162	-	4.90	glimmer3	circular_pair_679
orf00010	4133	4300	+	2.61	glimmer3	circular_pair_679
orf00011	4302	4439	+	4.54	glimmer3	circular_pair_679
orf00012	4452	4595	-	9.68	glimmer3	circular_pair_679
orf00013	5335	5472	-	7.30	glimmer3	circular_pair_679
orf00014	6829	6945	+	8.82	glimmer3	circular_pair_679
orf00015	7195	7377	-	8.79	glimmer3	circular_pair_679
orf00016	7454	7636	+	6.79	glimmer3	circular_pair_679
NA	56	178	+	NA	PHANOTATE	circular_pair_679
NA	210	347	+	NA	PHANOTATE	circular_pair_679
NA	349	444	+	NA	PHANOTATE	circular_pair_679
NA	691	509	-	NA	PHANOTATE	circular_pair_679
NA	800	693	-	NA	PHANOTATE	circular_pair_679
NA	961	869	-	NA	PHANOTATE	circular_pair_679
NA	1062	970	-	NA	PHANOTATE	circular_pair_679
NA	1231	1133	-	NA	PHANOTATE	circular_pair_679
NA	1357	1238	-	NA	PHANOTATE	circular_pair_679
NA	1527	1402	-	NA	PHANOTATE	circular_pair_679
NA	1931	1521	-	NA	PHANOTATE	circular_pair_679
NA	1941	2213	+	NA	PHANOTATE	circular_pair_679
NA	2237	3157	+	NA	PHANOTATE	circular_pair_679
NA	3147	3725	+	NA	PHANOTATE	circular_pair_679
NA	3770	3874	+	NA	PHANOTATE	circular_pair_679
NA	3931	4026	+	NA	PHANOTATE	circular_pair_679
NA	4133	4300	+	NA	PHANOTATE	circular_pair_679
NA	4302	4439	+	NA	PHANOTATE	circular_pair_679
NA	4440	4535	+	NA	PHANOTATE	circular_pair_679
NA	4654	4755	+	NA	PHANOTATE	circular_pair_679
NA	4986	4894	-	NA	PHANOTATE	circular_pair_679
NA	5204	5055	-	NA	PHANOTATE	circular_pair_679
NA	5366	5274	-	NA	PHANOTATE	circular_pair_679
NA	5472	5335	-	NA	PHANOTATE	circular_pair_679
NA	5524	5622	+	NA	PHANOTATE	circular_pair_679
NA	5647	5751	+	NA	PHANOTATE	circular_pair_679
NA	5953	6063	+	NA	PHANOTATE	circular_pair_679
NA	6390	6160	-	NA	PHANOTATE	circular_pair_679
NA	6638	6378	-	NA	PHANOTATE	circular_pair_679
NA	6841	6749	-	NA	PHANOTATE	circular_pair_679
NA	7062	6973	-	NA	PHANOTATE	circular_pair_679
NA	7377	7195	-	NA	PHANOTATE	circular_pair_679
NA	7605	7501	-	NA	PHANOTATE	circular_pair_679
