locus_tag	ftype	length_bp	gene	EC_number	COG	product
KKMPLKJN_00001	CDS	993				hypothetical protein
KKMPLKJN_00002	CDS	699				hypothetical protein
KKMPLKJN_00003	CDS	384				hypothetical protein
KKMPLKJN_00004	CDS	339				hypothetical protein
KKMPLKJN_00005	CDS	462				hypothetical protein
KKMPLKJN_00006	CDS	624				hypothetical protein
KKMPLKJN_00007	CDS	414				hypothetical protein
KKMPLKJN_00008	CDS	351				hypothetical protein
KKMPLKJN_00009	CDS	2868				hypothetical protein
KKMPLKJN_00010	CDS	924				hypothetical protein
KKMPLKJN_00011	CDS	1083				hypothetical protein
KKMPLKJN_00012	CDS	645				hypothetical protein
KKMPLKJN_00013	CDS	918				hypothetical protein
KKMPLKJN_00014	CDS	330				hypothetical protein
KKMPLKJN_00015	CDS	1215				hypothetical protein
KKMPLKJN_00016	CDS	315				hypothetical protein
KKMPLKJN_00017	CDS	396				hypothetical protein
KKMPLKJN_00018	CDS	300				hypothetical protein
KKMPLKJN_00019	CDS	567				hypothetical protein
KKMPLKJN_00020	CDS	294				hypothetical protein
KKMPLKJN_00021	CDS	267				hypothetical protein
KKMPLKJN_00022	CDS	255				hypothetical protein
KKMPLKJN_00023	CDS	246				hypothetical protein
KKMPLKJN_00024	CDS	363				hypothetical protein
KKMPLKJN_00025	CDS	432				hypothetical protein
KKMPLKJN_00026	CDS	282				hypothetical protein
KKMPLKJN_00027	CDS	444				hypothetical protein
KKMPLKJN_00028	CDS	180				hypothetical protein
KKMPLKJN_00029	CDS	294				hypothetical protein
KKMPLKJN_00030	CDS	237				hypothetical protein
KKMPLKJN_00031	CDS	162				hypothetical protein
KKMPLKJN_00032	CDS	837				hypothetical protein
KKMPLKJN_00033	CDS	228				hypothetical protein
KKMPLKJN_00034	CDS	369				Single-stranded DNA-binding protein
KKMPLKJN_00035	CDS	378				hypothetical protein
KKMPLKJN_00036	CDS	279				hypothetical protein
KKMPLKJN_00037	CDS	324				hypothetical protein
KKMPLKJN_00038	CDS	225				hypothetical protein
KKMPLKJN_00039	CDS	240				hypothetical protein
KKMPLKJN_00040	CDS	258				hypothetical protein
KKMPLKJN_00041	CDS	195				hypothetical protein
KKMPLKJN_00042	CDS	384				hypothetical protein
KKMPLKJN_00043	CDS	345				hypothetical protein
KKMPLKJN_00044	CDS	303				hypothetical protein
KKMPLKJN_00045	CDS	684				hypothetical protein
KKMPLKJN_00046	CDS	315				hypothetical protein
KKMPLKJN_00047	CDS	306				hypothetical protein
KKMPLKJN_00048	CDS	255				hypothetical protein
KKMPLKJN_00049	CDS	465				hypothetical protein
KKMPLKJN_00050	CDS	339				hypothetical protein
KKMPLKJN_00051	CDS	978	banIM	2.1.1.37		Modification methylase BanI
KKMPLKJN_00052	CDS	1299			COG1783	putative protein
KKMPLKJN_00053	CDS	2169				hypothetical protein
KKMPLKJN_00054	CDS	231				hypothetical protein
