ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	11	187	-	6.6	Prodigal_v2.6.3	scaffold_828
1_2	188	856	-	63.2	Prodigal_v2.6.3	scaffold_828
1_3	849	1151	-	21.5	Prodigal_v2.6.3	scaffold_828
1_4	1141	1383	-	27.8	Prodigal_v2.6.3	scaffold_828
1_5	1456	1725	-	35.0	Prodigal_v2.6.3	scaffold_828
1_6	1889	2041	+	15.3	Prodigal_v2.6.3	scaffold_828
1_7	2051	2509	+	43.8	Prodigal_v2.6.3	scaffold_828
1_8	3050	3325	-	29.3	Prodigal_v2.6.3	scaffold_828
1_9	3764	4408	-	107.2	Prodigal_v2.6.3	scaffold_828
1_10	4521	4724	+	26.8	Prodigal_v2.6.3	scaffold_828
1_11	4731	5030	+	15.6	Prodigal_v2.6.3	scaffold_828
1_12	5027	5764	+	71.2	Prodigal_v2.6.3	scaffold_828
1_13	5767	6423	+	68.8	Prodigal_v2.6.3	scaffold_828
1_14	6407	6781	+	37.6	Prodigal_v2.6.3	scaffold_828
1_15	6804	7091	+	37.9	Prodigal_v2.6.3	scaffold_828
1_16	7155	7499	+	15.1	Prodigal_v2.6.3	scaffold_828
1_17	7506	7949	+	55.4	Prodigal_v2.6.3	scaffold_828
1_18	7949	8248	+	26.1	Prodigal_v2.6.3	scaffold_828
1_19	8245	8598	+	30.5	Prodigal_v2.6.3	scaffold_828
1_20	8598	8951	+	43.0	Prodigal_v2.6.3	scaffold_828
1_21	9064	9252	-	31.3	Prodigal_v2.6.3	scaffold_828
1_22	9532	10077	+	34.6	Prodigal_v2.6.3	scaffold_828
1_23	10067	10228	+	6.5	Prodigal_v2.6.3	scaffold_828
1_24	10478	10801	+	25.9	Prodigal_v2.6.3	scaffold_828
1_25	10801	11127	+	5.9	Prodigal_v2.6.3	scaffold_828
1_26	11124	11564	+	36.2	Prodigal_v2.6.3	scaffold_828
1_27	11677	12036	+	25.4	Prodigal_v2.6.3	scaffold_828
1_28	12364	14565	+	328.7	Prodigal_v2.6.3	scaffold_828
