#id:	scaffold_828
#START	STOP	FRAME	CONTIG	SCORE
187	11	-	scaffold_828	-66.26010522693191056260459498	
856	188	-	scaffold_828	-390270.6259507013778069360676	
1151	849	-	scaffold_828	-22.15983354174724346896871543	
1383	1141	-	scaffold_828	-161.7585854558361024476540998	
1725	1456	-	scaffold_828	-98.78715912097173486933165469	
1874	1758	-	scaffold_828	-3.046782003406319152382082328	
1889	2041	+	scaffold_828	-17.23868858773510729243554813	
2051	2509	+	scaffold_828	-12708.66031085277982975625065	
2774	2607	-	scaffold_828	-0.08000013494984305850463603690	
3325	3050	-	scaffold_828	-2085.222931493235369237875605	
3410	3273	-	scaffold_828	-0.2314130801593367413028845138	
3699	3553	-	scaffold_828	-0.1518685199670039386030519009	
4408	3764	-	scaffold_828	-110372816.0013011318368530066	
4521	4724	+	scaffold_828	-320.0095825986120725378215668	
4731	5030	+	scaffold_828	-182.2902093632494151450042004	
5027	5764	+	scaffold_828	-203667.7541312186414262474935	
5767	6423	+	scaffold_828	-179394.6099731297424931101142	
6449	6781	+	scaffold_828	-642.9966606113103723042466531	
6804	7091	+	scaffold_828	-339.5405338558629213331388345	
7203	7499	+	scaffold_828	-31.84692948927491607203463870	
7506	7949	+	scaffold_828	-5953.406318090340392055604780	
7949	8248	+	scaffold_828	-2263.334845969173017653218454	
8245	8598	+	scaffold_828	-2131.448221237684828278500730	
8598	8951	+	scaffold_828	-2758.285448095232552793344683	
9033	8935	-	scaffold_828	-2.391979356235593956427653048	
9252	9064	-	scaffold_828	-202.1401229676857945407383537	
9281	9376	+	scaffold_828	-0.05421981601456626191476140738	
9379	9531	+	scaffold_828	-0.2481240747189970974803824287	
9532	10077	+	scaffold_828	-1493.818919841431291159698079	
10067	10228	+	scaffold_828	-19.00798764538591139126235332	
10256	10348	+	scaffold_828	-2.569438815575659433562097613	
10320	10454	+	scaffold_828	-0.1072866864312225464042764257	
10478	10801	+	scaffold_828	-557.9424477251393707684573424	
10801	11127	+	scaffold_828	-981.7384730129437472404326587	
11124	11564	+	scaffold_828	-1125.682743214057023140455538	
11576	11680	+	scaffold_828	-11.77892673138606441578778520	
11677	12036	+	scaffold_828	-286.0108879253077580902086990	
12220	12101	-	scaffold_828	-0.2731252820411092447634128301	
12364	14565	+	scaffold_828	-5578809981684200027.873389736	
14631	14542	-	scaffold_828	-0.2250478627205440004804904996	
14776	15282	+	scaffold_828	-35009.82333773380014875160121	
15325	15423	+	scaffold_828	-0.2998454527347662975174459181	
15500	15592	+	scaffold_828	-1.496420543848233690201752712	
15574	15723	+	scaffold_828	-1.450100217162314444913176428	
15822	15917	+	scaffold_828	-0.1753372947678953666912488925	
15988	16077	+	scaffold_828	-20.77047920764328930167434929	
16166	16513	+	scaffold_828	-12435.44526077022439587362798	
16575	17045	+	scaffold_828	-6683.226960889810056025441628	
17051	18277	+	scaffold_828	-129831088.4558834295663680053	
18274	19542	+	scaffold_828	-70180845.67790488953498341000	
19499	20338	+	scaffold_828	-556101.3849312709392439339663	
20410	21546	+	scaffold_828	-3641955023.745509014396560900	
21546	22046	+	scaffold_828	-14055.23175409634430852091017	
22046	23002	+	scaffold_828	-204891462.4038016028319186299	
23019	23396	+	scaffold_828	-114.8929281508883803877489143	
23393	23893	+	scaffold_828	-18769.87484713169501371021343	
