locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNACNEFO_00001	CDS	249				hypothetical protein
CNACNEFO_00002	CDS	402				hypothetical protein
CNACNEFO_00003	CDS	1512				hypothetical protein
CNACNEFO_00004	CDS	447				hypothetical protein
CNACNEFO_00005	CDS	327				hypothetical protein
CNACNEFO_00006	CDS	462				hypothetical protein
CNACNEFO_00007	CDS	390				hypothetical protein
CNACNEFO_00008	CDS	1035				hypothetical protein
CNACNEFO_00009	CDS	501				hypothetical protein
CNACNEFO_00010	CDS	360				hypothetical protein
CNACNEFO_00011	CDS	360				hypothetical protein
CNACNEFO_00012	CDS	501				hypothetical protein
CNACNEFO_00013	CDS	1035				hypothetical protein
CNACNEFO_00014	CDS	390				hypothetical protein
CNACNEFO_00015	CDS	462				hypothetical protein
CNACNEFO_00016	CDS	327				hypothetical protein
CNACNEFO_00017	CDS	447				hypothetical protein
CNACNEFO_00018	CDS	1512				hypothetical protein
CNACNEFO_00019	CDS	432				hypothetical protein
CNACNEFO_00020	CDS	417				hypothetical protein
CNACNEFO_00021	CDS	162				hypothetical protein
CNACNEFO_00022	CDS	1101				hypothetical protein
CNACNEFO_00023	CDS	162				hypothetical protein
CNACNEFO_00024	CDS	339				hypothetical protein
