locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMCMCOJD_00001	CDS	504				hypothetical protein
KMCMCOJD_00002	CDS	573				hypothetical protein
KMCMCOJD_00003	CDS	510				hypothetical protein
KMCMCOJD_00004	CDS	1251				hypothetical protein
KMCMCOJD_00005	CDS	1437				hypothetical protein
KMCMCOJD_00006	CDS	1521				hypothetical protein
KMCMCOJD_00007	CDS	243				hypothetical protein
KMCMCOJD_00008	CDS	588				hypothetical protein
KMCMCOJD_00009	CDS	954				hypothetical protein
KMCMCOJD_00010	CDS	366				hypothetical protein
KMCMCOJD_00011	CDS	369				hypothetical protein
KMCMCOJD_00012	CDS	441				hypothetical protein
KMCMCOJD_00013	CDS	408				hypothetical protein
KMCMCOJD_00014	CDS	1428				hypothetical protein
KMCMCOJD_00015	CDS	489	xkdM			Phage-like element PBSX protein XkdM
KMCMCOJD_00016	CDS	417				hypothetical protein
KMCMCOJD_00017	CDS	2850				hypothetical protein
KMCMCOJD_00018	CDS	708				hypothetical protein
