ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	3	86	+	4.9	Prodigal_v2.6.3	contig_1677
1_2	212	760	+	57.3	Prodigal_v2.6.3	contig_1677
1_3	849	1490	+	61.1	Prodigal_v2.6.3	contig_1677
1_4	1409	1810	-	23.0	Prodigal_v2.6.3	contig_1677
1_5	1886	2545	+	69.2	Prodigal_v2.6.3	contig_1677
1_6	2510	3109	-	54.2	Prodigal_v2.6.3	contig_1677
1_7	3198	3746	-	57.3	Prodigal_v2.6.3	contig_1677
orf00002	212	760	+	10.09	glimmer3	contig_1677
orf00003	849	1490	+	10.45	glimmer3	contig_1677
orf00005	1886	2545	+	7.66	glimmer3	contig_1677
orf00006	2510	3109	-	10.10	glimmer3	contig_1677
orf00007	3198	3746	-	10.09	glimmer3	contig_1677
NA	129	245	+	NA	PHANOTATE	contig_1677
NA	248	760	+	NA	PHANOTATE	contig_1677
NA	849	1490	+	NA	PHANOTATE	contig_1677
NA	1548	1649	+	NA	PHANOTATE	contig_1677
NA	1702	1866	+	NA	PHANOTATE	contig_1677
NA	1913	2545	+	NA	PHANOTATE	contig_1677
NA	3109	2510	-	NA	PHANOTATE	contig_1677
NA	3710	3198	-	NA	PHANOTATE	contig_1677
