locus_tag	ftype	length_bp	gene	EC_number	COG	product
EIMCECKD_00001	CDS	342				hypothetical protein
EIMCECKD_00002	CDS	1683				hypothetical protein
EIMCECKD_00003	CDS	1230				hypothetical protein
EIMCECKD_00004	CDS	666				hypothetical protein
EIMCECKD_00005	CDS	1215				hypothetical protein
EIMCECKD_00006	CDS	180				hypothetical protein
EIMCECKD_00007	CDS	561				hypothetical protein
EIMCECKD_00008	CDS	363				hypothetical protein
EIMCECKD_00009	CDS	459				hypothetical protein
EIMCECKD_00010	CDS	408				hypothetical protein
EIMCECKD_00011	CDS	465				hypothetical protein
EIMCECKD_00012	CDS	393				hypothetical protein
