locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBLPIKII_00001	CDS	366				hypothetical protein
BBLPIKII_00002	CDS	93				hypothetical protein
BBLPIKII_00003	CDS	366				hypothetical protein
BBLPIKII_00004	CDS	768				hypothetical protein
BBLPIKII_00005	CDS	420				hypothetical protein
BBLPIKII_00006	CDS	1068				hypothetical protein
BBLPIKII_00007	CDS	1254				hypothetical protein
BBLPIKII_00008	CDS	1386				hypothetical protein
BBLPIKII_00009	CDS	552				hypothetical protein
BBLPIKII_00010	CDS	801				hypothetical protein
BBLPIKII_00011	CDS	936				hypothetical protein
BBLPIKII_00012	CDS	2175				hypothetical protein
BBLPIKII_00013	CDS	1815				hypothetical protein
BBLPIKII_00014	CDS	336				hypothetical protein
BBLPIKII_00015	CDS	1464				hypothetical protein
BBLPIKII_00016	CDS	987				hypothetical protein
BBLPIKII_00017	CDS	429				hypothetical protein
BBLPIKII_00018	CDS	276				hypothetical protein
BBLPIKII_00019	CDS	207				hypothetical protein
BBLPIKII_00020	CDS	183				hypothetical protein
BBLPIKII_00021	CDS	210				hypothetical protein
BBLPIKII_00022	CDS	555				hypothetical protein
BBLPIKII_00023	CDS	342				hypothetical protein
BBLPIKII_00024	CDS	312				hypothetical protein
BBLPIKII_00025	CDS	312				hypothetical protein
