CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	1	249	249	contig_1156	prodigal	+	1	249	249	contig_1156	
2	glimmer	+	379	1281	903	contig_1156	phanotate	+	379	1281	903	contig_1156	prodigal	+	379	1281	903	contig_1156	
3													prodigal	+	1247	1453	207	contig_1156	
4							phanotate	+	1271	1453	183	contig_1156							
5	glimmer	+	1322	1453	132	contig_1156													
6	glimmer	+	1440	2546	1107	contig_1156	phanotate	+	1440	2546	1107	contig_1156	prodigal	+	1440	2546	1107	contig_1156	
7	glimmer	+	2560	2829	270	contig_1156	phanotate	+	2560	2829	270	contig_1156	prodigal	+	2560	2829	270	contig_1156	
8							phanotate	+	2795	3208	414	contig_1156	prodigal	+	2795	3208	414	contig_1156	
9	glimmer	-	3140	4429	1290	contig_1156	phanotate	-	3140	4429	1290	contig_1156	prodigal	-	3140	4429	1290	contig_1156	
10	glimmer	-	4443	5549	1107	contig_1156	phanotate	-	4443	5549	1107	contig_1156	prodigal	-	4443	5549	1107	contig_1156	
11	glimmer	-	5536	5667	132	contig_1156													
12							phanotate	-	5536	5718	183	contig_1156							
13													prodigal	-	5536	5742	207	contig_1156	
14	glimmer	-	5708	6610	903	contig_1156	phanotate	-	5708	6610	903	contig_1156	prodigal	-	5708	6610	903	contig_1156	
15	glimmer	-	6739	7005	267	contig_1156	phanotate	-	6739	7005	267	contig_1156	prodigal	-	6739	7005	267	contig_1156	
16													prodigal	-	7091	7717	627	contig_1156	
17	glimmer	-	7091	7723	633	contig_1156	phanotate	-	7091	7723	633	contig_1156							
18							phanotate	+	7976	8092	117	contig_1156							
19	glimmer	-	8243	8515	273	contig_1156	phanotate	-	8243	8515	273	contig_1156	prodigal	-	8243	8515	273	contig_1156	
20	glimmer	-	8678	9064	387	contig_1156	phanotate	-	8678	9064	387	contig_1156							
21													prodigal	-	8678	9136	459	contig_1156	
22							phanotate	-	9172	9267	96	contig_1156							
23	glimmer	-	9227	9727	501	contig_1156	phanotate	-	9227	9727	501	contig_1156	prodigal	-	9227	9727	501	contig_1156	
24							phanotate	-	9801	10313	513	contig_1156	prodigal	-	9801	10313	513	contig_1156	
25	glimmer	-	9801	10334	534	contig_1156													
26	glimmer	-	10386	10733	348	contig_1156	phanotate	-	10386	10733	348	contig_1156	prodigal	-	10386	10733	348	contig_1156	
27	glimmer	-	10749	11219	471	contig_1156													
28							phanotate	-	10749	11279	531	contig_1156							
29													prodigal	-	10749	11318	570	contig_1156	
30	glimmer	-	11260	11535	276	contig_1156	phanotate	-	11260	11535	276	contig_1156							
31													prodigal	-	11260	11550	291	contig_1156	
32							phanotate	-	11522	11995	474	contig_1156							
33													prodigal	-	11522	12013	492	contig_1156	
34	glimmer	-	11522	12031	510	contig_1156													
35	glimmer	-	12078	13001	924	contig_1156	phanotate	-	12078	13001	924	contig_1156	prodigal	-	12078	13001	924	contig_1156	
36							phanotate	+	13022	13153	132	contig_1156							
37	glimmer	-	13225	13803	579	contig_1156	phanotate	-	13225	13803	579	contig_1156							
38													prodigal	-	13225	13821	597	contig_1156	
39	glimmer	-	13987	14496	510	contig_1156	phanotate	-	13987	14496	510	contig_1156	prodigal	-	13987	14496	510	contig_1156	
40							phanotate	-	14514	14636	123	contig_1156							
