CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	101	340	240	contig_2864	prodigal	+	101	340	240	contig_2864	
2							phanotate	+	441	539	99	contig_2864							
3	glimmer	+	536	700	165	contig_2864													
4							phanotate	+	555	695	141	contig_2864							
5							phanotate	-	701	904	204	contig_2864							
6	glimmer	-	701	931	231	contig_2864							prodigal	-	701	931	231	contig_2864	
7	glimmer	-	960	1136	177	contig_2864	phanotate	-	960	1136	177	contig_2864	prodigal	-	960	1136	177	contig_2864	
8							phanotate	-	1268	1357	90	contig_2864							
9	glimmer	-	1268	1432	165	contig_2864													
10							phanotate	-	1429	1527	99	contig_2864							
11							phanotate	-	1649	1789	141	contig_2864							
12	glimmer	-	1843	2028	186	contig_2864	phanotate	-	1843	2028	186	contig_2864	prodigal	-	1843	2028	186	contig_2864	
13							phanotate	+	2079	2201	123	contig_2864							
14							phanotate	-	2425	2523	99	contig_2864							
15	glimmer	-	2593	2823	231	contig_2864	phanotate	-	2593	2823	231	contig_2864							
16							phanotate	+	2985	3074	90	contig_2864							
17							phanotate	-	3136	3315	180	contig_2864							
18	glimmer	-	3305	4813	1509	contig_2864	phanotate	-	3305	4813	1509	contig_2864	prodigal	-	3305	4813	1509	contig_2864	
19							phanotate	-	4792	4944	153	contig_2864							
20	glimmer	-	5093	5320	228	contig_2864	phanotate	-	5093	5320	228	contig_2864	prodigal	-	5093	5320	228	contig_2864	
21	glimmer	-	5295	5522	228	contig_2864	phanotate	-	5295	5522	228	contig_2864	prodigal	-	5295	5522	228	contig_2864	
22	glimmer	-	5529	6164	636	contig_2864	phanotate	-	5529	6164	636	contig_2864	prodigal	-	5529	6164	636	contig_2864	
23	glimmer	-	6166	6927	762	contig_2864	phanotate	-	6166	6927	762	contig_2864	prodigal	-	6166	6927	762	contig_2864	
24	glimmer	-	6931	7626	696	contig_2864	phanotate	-	6931	7626	696	contig_2864	prodigal	-	6931	7626	696	contig_2864	
25	glimmer	-	7647	7772	126	contig_2864													
26							phanotate	-	7647	7832	186	contig_2864							
27							phanotate	-	7879	8391	513	contig_2864	prodigal	-	7879	8391	513	contig_2864	
28	glimmer	-	8404	8592	189	contig_2864	phanotate	-	8404	8592	189	contig_2864							
29	glimmer	-	8725	8844	120	contig_2864	phanotate	-	8725	8844	120	contig_2864							
30	glimmer	-	8908	11409	2502	contig_2864	phanotate	-	8908	11409	2502	contig_2864	prodigal	-	8908	11409	2502	contig_2864	
31							phanotate	-	11443	11571	129	contig_2864							
32	glimmer	+	11456	11653	198	contig_2864													
33							phanotate	-	11687	11977	291	contig_2864							
34													prodigal	-	11687	12043	357	contig_2864	
35	glimmer	-	12006	13982	1977	contig_2864	phanotate	-	12006	13982	1977	contig_2864	prodigal	-	12006	13982	1977	contig_2864	
36	glimmer	-	13983	14510	528	contig_2864	phanotate	-	13983	14510	528	contig_2864	prodigal	-	13983	14510	528	contig_2864	
37	glimmer	-	14579	14737	159	contig_2864	phanotate	-	14579	14737	159	contig_2864							
38	glimmer	-	14796	14945	150	contig_2864													
39							phanotate	-	14796	14981	186	contig_2864	prodigal	-	14796	14981	186	contig_2864	
40	glimmer	-	14981	17368	2388	contig_2864	phanotate	-	14981	17368	2388	contig_2864	prodigal	-	14981	17368	2388	contig_2864	
41	glimmer	-	17368	17967	600	contig_2864	phanotate	-	17368	17967	600	contig_2864	prodigal	-	17368	17967	600	contig_2864	
42	glimmer	-	17991	18929	939	contig_2864	phanotate	-	17991	18929	939	contig_2864	prodigal	-	17991	18929	939	contig_2864	
43	glimmer	-	18922	19143	222	contig_2864	phanotate	-	18922	19143	222	contig_2864							
44							phanotate	-	19268	19588	321	contig_2864	prodigal	-	19268	19588	321	contig_2864	
45							phanotate	-	19591	20169	579	contig_2864							
46	glimmer	-	19591	20223	633	contig_2864							prodigal	-	19591	20223	633	contig_2864	
47	glimmer	-	20294	21064	771	contig_2864	phanotate	-	20294	21064	771	contig_2864	prodigal	-	20294	21064	771	contig_2864	
48	glimmer	-	21064	21351	288	contig_2864	phanotate	-	21064	21351	288	contig_2864	prodigal	-	21064	21351	288	contig_2864	
49	glimmer	-	21341	22894	1554	contig_2864	phanotate	-	21341	22894	1554	contig_2864	prodigal	-	21341	22894	1554	contig_2864	
50	glimmer	-	22898	23092	195	contig_2864	phanotate	-	22898	23092	195	contig_2864	prodigal	-	22898	23092	195	contig_2864	
51							phanotate	-	23079	23297	219	contig_2864	prodigal	-	23079	23297	219	contig_2864	
52	glimmer	-	23325	23924	600	contig_2864	phanotate	-	23325	23924	600	contig_2864	prodigal	-	23325	23924	600	contig_2864	
53	glimmer	-	23900	24742	843	contig_2864	phanotate	-	23900	24742	843	contig_2864	prodigal	-	23900	24742	843	contig_2864	
54													prodigal	-	24739	24966	228	contig_2864	
55							phanotate	-	24739	24975	237	contig_2864							
56													prodigal	-	24959	25303	345	contig_2864	
57							phanotate	-	24972	25358	387	contig_2864							
58	glimmer	-	25321	27354	2034	contig_2864	phanotate	-	25321	27354	2034	contig_2864	prodigal	-	25321	27354	2034	contig_2864	
59							phanotate	-	27351	27644	294	contig_2864	prodigal	-	27351	27644	294	contig_2864	
60													prodigal	-	27601	27753	153	contig_2864	
61	glimmer	-	27734	27979	246	contig_2864	phanotate	-	27734	27979	246	contig_2864							
62	glimmer	-	27972	28382	411	contig_2864													
63							phanotate	-	27972	28619	648	contig_2864	prodigal	-	27972	28619	648	contig_2864	
64	glimmer	-	28451	29044	594	contig_2864													
65							phanotate	-	28720	28827	108	contig_2864							
66							phanotate	-	28992	29087	96	contig_2864							
67													prodigal	-	28992	29132	141	contig_2864	
68							phanotate	-	29068	29226	159	contig_2864							
69	glimmer	-	29229	29489	261	contig_2864	phanotate	-	29229	29489	261	contig_2864							
70							phanotate	-	29493	29585	93	contig_2864							
71							phanotate	-	29753	29908	156	contig_2864	prodigal	-	29753	29908	156	contig_2864	
72							phanotate	-	29957	30082	126	contig_2864							
73							phanotate	-	30154	30258	105	contig_2864							
74							phanotate	-	30255	30356	102	contig_2864							
75							phanotate	-	30432	30605	174	contig_2864	prodigal	-	30432	30605	174	contig_2864	
76							phanotate	-	30595	30834	240	contig_2864	prodigal	-	30595	30834	240	contig_2864	
77							phanotate	-	30846	31028	183	contig_2864	prodigal	-	30846	31028	183	contig_2864	
78							phanotate	-	31047	31166	120	contig_2864							
79	glimmer	-	31175	32245	1071	contig_2864	phanotate	-	31175	32245	1071	contig_2864	prodigal	-	31175	32245	1071	contig_2864	
80							phanotate	-	32283	32402	120	contig_2864							
81	glimmer	-	32408	33175	768	contig_2864	phanotate	-	32408	33175	768	contig_2864	prodigal	-	32408	33175	768	contig_2864	
82							phanotate	-	33203	33385	183	contig_2864	prodigal	-	33203	33385	183	contig_2864	
83							phanotate	-	33394	33528	135	contig_2864							
84	glimmer	+	33670	33831	162	contig_2864													
85							phanotate	-	33676	33774	99	contig_2864							
86							phanotate	-	33854	33952	99	contig_2864							
87							phanotate	-	33965	34144	180	contig_2864							
88							phanotate	+	34152	34337	186	contig_2864							
89	glimmer	+	34410	35237	828	contig_2864	phanotate	+	34410	35237	828	contig_2864	prodigal	+	34410	35237	828	contig_2864	
90	glimmer	+	35268	35468	201	contig_2864	phanotate	+	35268	35468	201	contig_2864	prodigal	+	35268	35468	201	contig_2864	
91	glimmer	+	35533	35655	123	contig_2864	phanotate	+	35533	35655	123	contig_2864							
92							phanotate	+	35661	35912	252	contig_2864							
93	glimmer	+	35685	35912	228	contig_2864													
94							phanotate	+	35924	36013	90	contig_2864							
95	glimmer	-	36142	36321	180	contig_2864	phanotate	-	36142	36321	180	contig_2864	prodigal	-	36142	36321	180	contig_2864	
96							phanotate	-	36392	36508	117	contig_2864							
97							phanotate	-	36528	36659	132	contig_2864							
98	glimmer	-	36623	36811	189	contig_2864													
99							phanotate	-	36732	36824	93	contig_2864							
100							phanotate	-	36834	36926	93	contig_2864							
101							phanotate	-	36945	37061	117	contig_2864							
102	glimmer	-	36945	37127	183	contig_2864													
103							phanotate	-	37033	37176	144	contig_2864							
104	glimmer	+	37150	37347	198	contig_2864													
105													prodigal	+	37156	37347	192	contig_2864	
106	glimmer	-	37316	37474	159	contig_2864	phanotate	-	37316	37474	159	contig_2864							
107							phanotate	-	37528	37656	129	contig_2864							
108	glimmer	+	37535	37681	147	contig_2864							prodigal	+	37535	37681	147	contig_2864	
109							phanotate	-	37647	37751	105	contig_2864							
110	glimmer	-	37758	37949	192	contig_2864	phanotate	-	37758	37949	192	contig_2864	prodigal	-	37758	37949	192	contig_2864	
111							phanotate	-	37978	38082	105	contig_2864							
112							phanotate	-	38064	38168	105	contig_2864							
113							phanotate	-	38188	38298	111	contig_2864							
114							phanotate	-	38343	38462	120	contig_2864							
115	glimmer	-	38343	38468	126	contig_2864													
116							phanotate	-	38434	38529	96	contig_2864							
117	glimmer	-	38694	38825	132	contig_2864	phanotate	-	38694	38825	132	contig_2864							
118	glimmer	-	38825	39025	201	contig_2864	phanotate	-	38825	39025	201	contig_2864							
119	glimmer	-	39048	39323	276	contig_2864	phanotate	-	39048	39323	276	contig_2864							
120	glimmer	+	39304	39501	198	contig_2864	phanotate	+	39304	39501	198	contig_2864	prodigal	+	39304	39501	198	contig_2864	
121							phanotate	+	39596	39697	102	contig_2864							
122							phanotate	+	40095	40187	93	contig_2864							
123	glimmer	-	40127	40258	132	contig_2864													
124	glimmer	-	40243	40386	144	contig_2864													
125							phanotate	+	40268	40612	345	contig_2864							
126	glimmer	-	40476	40712	237	contig_2864													
127							phanotate	+	40639	40731	93	contig_2864							
128							phanotate	+	40863	40955	93	contig_2864							
129	glimmer	+	40907	41155	249	contig_2864													
130													prodigal	+	40910	41155	246	contig_2864	
131							phanotate	+	40973	41155	183	contig_2864							
132							phanotate	+	41155	41283	129	contig_2864							
133	glimmer	-	41252	41428	177	contig_2864													
134							phanotate	+	41358	41489	132	contig_2864							
135	glimmer	-	41547	41705	159	contig_2864	phanotate	-	41547	41705	159	contig_2864							
136							phanotate	-	41740	41862	123	contig_2864							
137	glimmer	-	41740	41922	183	contig_2864													
138							phanotate	-	41882	41971	90	contig_2864							
139							phanotate	-	41993	42085	93	contig_2864							
140	glimmer	-	41993	42109	117	contig_2864													
141	glimmer	-	42131	42319	189	contig_2864	phanotate	-	42131	42319	189	contig_2864							
142							phanotate	-	42343	42525	183	contig_2864							
143	glimmer	-	42343	42600	258	contig_2864													
144							phanotate	-	42543	42641	99	contig_2864							
145	glimmer	-	42626	42760	135	contig_2864	phanotate	-	42626	42760	135	contig_2864							
