locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPLMKGPK_00001	CDS	696				hypothetical protein
LPLMKGPK_00002	CDS	396				hypothetical protein
LPLMKGPK_00003	CDS	462				hypothetical protein
LPLMKGPK_00004	CDS	636				hypothetical protein
LPLMKGPK_00005	CDS	423				hypothetical protein
LPLMKGPK_00006	CDS	375				hypothetical protein
LPLMKGPK_00007	CDS	3057				hypothetical protein
LPLMKGPK_00008	CDS	900				hypothetical protein
LPLMKGPK_00009	CDS	1080				hypothetical protein
LPLMKGPK_00010	CDS	639				hypothetical protein
LPLMKGPK_00011	CDS	918				hypothetical protein
LPLMKGPK_00012	CDS	330				hypothetical protein
LPLMKGPK_00013	CDS	1209				hypothetical protein
LPLMKGPK_00014	CDS	339				hypothetical protein
LPLMKGPK_00015	CDS	618				hypothetical protein
LPLMKGPK_00016	CDS	306				hypothetical protein
LPLMKGPK_00017	CDS	405				hypothetical protein
LPLMKGPK_00018	CDS	423				hypothetical protein
LPLMKGPK_00019	CDS	351				hypothetical protein
LPLMKGPK_00020	CDS	360				hypothetical protein
LPLMKGPK_00021	CDS	312				hypothetical protein
LPLMKGPK_00022	CDS	351				hypothetical protein
LPLMKGPK_00023	CDS	390				hypothetical protein
LPLMKGPK_00024	CDS	1242				hypothetical protein
LPLMKGPK_00025	CDS	228				hypothetical protein
LPLMKGPK_00026	CDS	873				hypothetical protein
LPLMKGPK_00027	CDS	624				hypothetical protein
