#id:	contig_770
#START	STOP	FRAME	CONTIG	SCORE
896	3	-	contig_770	-369288503.5149180075795314585	
1309	893	-	contig_770	-464.5908772743032060907505422	
2639	1311	-	contig_770	-189432336.3212949791783147469	
3168	2746	-	contig_770	-56.41007502492478523546340399	
3526	3251	-	contig_770	-77.90718413977139190626076381	
4563	3535	-	contig_770	-328168884.2008305879324806828	
4657	4556	-	contig_770	-3.945914415432219108874978358	
4980	4681	-	contig_770	-285.4248037859519201219429472	
5556	5044	-	contig_770	-35545.54806734454226221028439	
5795	5568	-	contig_770	-19.92673998938802564051925333	
