#id:	circular_read_862
#START	STOP	FRAME	CONTIG	SCORE
3	125	+	circular_read_862	-2.837550672134211332630021986	
141	914	+	circular_read_862	-394524.9798800408362292950581	
916	1662	+	circular_read_862	-815950.1086355107982919460033	
2061	1702	-	circular_read_862	-358.3559022565411969800652946	
4336	2054	-	circular_read_862	-2479560337165685951901.107957	
4353	6575	+	circular_read_862	-55068594489678766660.89274190	
6568	6927	+	circular_read_862	-387.1606499450013722416913783	
7713	6967	-	circular_read_862	-2477782.197030725675573088683	
8848	7715	-	circular_read_862	-1413288568.837574732698630724	
8941	9123	+	circular_read_862	-15.36882298198059363353292593	
9126	10352	+	circular_read_862	-19098342191.70497415735098781	
10933	10337	-	circular_read_862	-396754.2863583468610197326032	
11118	10936	-	circular_read_862	-15.79809142567456957854049295	
11213	11407	+	circular_read_862	-27.85872133559020137813665273	
