ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	157	+	6.9	Prodigal_v2.6.3	circular_read_862
1_2	141	914	+	92.0	Prodigal_v2.6.3	circular_read_862
1_3	916	1662	+	78.1	Prodigal_v2.6.3	circular_read_862
1_4	1702	2061	-	30.4	Prodigal_v2.6.3	circular_read_862
1_5	2054	4336	-	287.2	Prodigal_v2.6.3	circular_read_862
1_6	4353	6575	+	266.7	Prodigal_v2.6.3	circular_read_862
1_7	6568	6927	+	30.4	Prodigal_v2.6.3	circular_read_862
1_8	6967	7713	-	78.1	Prodigal_v2.6.3	circular_read_862
1_9	7715	8848	-	142.4	Prodigal_v2.6.3	circular_read_862
1_10	8941	9123	+	3.9	Prodigal_v2.6.3	circular_read_862
1_11	9126	10352	+	141.7	Prodigal_v2.6.3	circular_read_862
1_12	10337	10933	-	60.5	Prodigal_v2.6.3	circular_read_862
1_13	10936	11118	-	3.9	Prodigal_v2.6.3	circular_read_862
1_14	11144	11407	+	6.6	Prodigal_v2.6.3	circular_read_862
orf00001	11463	157	+	10.22	glimmer3	circular_read_862
orf00002	144	914	+	7.20	glimmer3	circular_read_862
orf00003	916	1662	+	2.96	glimmer3	circular_read_862
orf00004	1702	2061	-	9.70	glimmer3	circular_read_862
orf00005	2054	4336	-	12.41	glimmer3	circular_read_862
orf00006	4353	6575	+	12.53	glimmer3	circular_read_862
orf00007	6568	6927	+	9.24	glimmer3	circular_read_862
orf00008	6967	7713	-	2.96	glimmer3	circular_read_862
orf00009	7715	8848	-	9.27	glimmer3	circular_read_862
orf00010	8941	9123	+	4.18	glimmer3	circular_read_862
orf00012	9126	10352	+	10.69	glimmer3	circular_read_862
orf00013	10337	10933	-	12.38	glimmer3	circular_read_862
orf00015	10936	11118	-	4.18	glimmer3	circular_read_862
orf00016	11144	11407	+	9.05	glimmer3	circular_read_862
NA	3	125	+	NA	PHANOTATE	circular_read_862
NA	141	914	+	NA	PHANOTATE	circular_read_862
NA	916	1662	+	NA	PHANOTATE	circular_read_862
NA	2061	1702	-	NA	PHANOTATE	circular_read_862
NA	4336	2054	-	NA	PHANOTATE	circular_read_862
NA	4353	6575	+	NA	PHANOTATE	circular_read_862
NA	6568	6927	+	NA	PHANOTATE	circular_read_862
NA	7713	6967	-	NA	PHANOTATE	circular_read_862
NA	8848	7715	-	NA	PHANOTATE	circular_read_862
NA	8941	9123	+	NA	PHANOTATE	circular_read_862
NA	9126	10352	+	NA	PHANOTATE	circular_read_862
NA	10933	10337	-	NA	PHANOTATE	circular_read_862
NA	11118	10936	-	NA	PHANOTATE	circular_read_862
NA	11213	11407	+	NA	PHANOTATE	circular_read_862
