locus_tag	ftype	length_bp	gene	EC_number	COG	product
GOEJBPOC_00001	CDS	570				hypothetical protein
GOEJBPOC_00002	CDS	474				hypothetical protein
GOEJBPOC_00003	CDS	525				hypothetical protein
GOEJBPOC_00004	CDS	381				hypothetical protein
GOEJBPOC_00005	CDS	390				hypothetical protein
GOEJBPOC_00006	CDS	483	ssbA		COG0629	Single-stranded DNA-binding protein A
GOEJBPOC_00007	CDS	132				hypothetical protein
GOEJBPOC_00008	CDS	192				hypothetical protein
GOEJBPOC_00009	CDS	783				hypothetical protein
GOEJBPOC_00010	CDS	918				hypothetical protein
GOEJBPOC_00011	CDS	354				hypothetical protein
GOEJBPOC_00012	CDS	165				hypothetical protein
GOEJBPOC_00013	CDS	231				hypothetical protein
GOEJBPOC_00014	CDS	627	lexA_1	3.4.21.88		LexA repressor
GOEJBPOC_00015	CDS	690	lexA_2	3.4.21.88		LexA repressor
GOEJBPOC_00016	CDS	561				hypothetical protein
GOEJBPOC_00017	CDS	447				hypothetical protein
GOEJBPOC_00018	CDS	198				hypothetical protein
