locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGEBLMND_00001	CDS	987				hypothetical protein
KGEBLMND_00002	CDS	1464				hypothetical protein
KGEBLMND_00003	CDS	330				hypothetical protein
KGEBLMND_00004	CDS	1782				hypothetical protein
KGEBLMND_00005	CDS	2181				hypothetical protein
KGEBLMND_00006	CDS	936				hypothetical protein
KGEBLMND_00007	CDS	801				hypothetical protein
KGEBLMND_00008	CDS	564				hypothetical protein
KGEBLMND_00009	CDS	1386				hypothetical protein
KGEBLMND_00010	CDS	1251				hypothetical protein
KGEBLMND_00011	CDS	1068				hypothetical protein
KGEBLMND_00012	CDS	423				hypothetical protein
KGEBLMND_00013	CDS	768				hypothetical protein
KGEBLMND_00014	CDS	381				hypothetical protein
KGEBLMND_00015	CDS	312				hypothetical protein
