locus_tag	ftype	length_bp	gene	EC_number	COG	product
IOIFHJLC_00001	CDS	336				hypothetical protein
IOIFHJLC_00002	CDS	342				hypothetical protein
IOIFHJLC_00003	CDS	750				hypothetical protein
IOIFHJLC_00004	CDS	510				hypothetical protein
IOIFHJLC_00005	CDS	1053				hypothetical protein
IOIFHJLC_00006	CDS	1263				hypothetical protein
IOIFHJLC_00007	CDS	1338				hypothetical protein
IOIFHJLC_00008	CDS	246				hypothetical protein
IOIFHJLC_00009	CDS	648				hypothetical protein
IOIFHJLC_00010	CDS	777				hypothetical protein
IOIFHJLC_00011	CDS	933				hypothetical protein
IOIFHJLC_00012	CDS	2130				hypothetical protein
IOIFHJLC_00013	CDS	1782				hypothetical protein
IOIFHJLC_00014	CDS	378				hypothetical protein
IOIFHJLC_00015	CDS	1413				hypothetical protein
IOIFHJLC_00016	CDS	966				hypothetical protein
IOIFHJLC_00017	CDS	477				hypothetical protein
IOIFHJLC_00018	CDS	312				hypothetical protein
IOIFHJLC_00019	CDS	597				hypothetical protein
IOIFHJLC_00020	CDS	408				hypothetical protein
IOIFHJLC_00021	CDS	342				hypothetical protein
IOIFHJLC_00022	CDS	333				hypothetical protein
