locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHHINJMO_00001	CDS	333				hypothetical protein
DHHINJMO_00002	CDS	744				hypothetical protein
DHHINJMO_00003	CDS	516				hypothetical protein
DHHINJMO_00004	CDS	1056				hypothetical protein
DHHINJMO_00005	CDS	1263				hypothetical protein
DHHINJMO_00006	CDS	1350				hypothetical protein
DHHINJMO_00007	CDS	168				hypothetical protein
DHHINJMO_00008	CDS	240				hypothetical protein
DHHINJMO_00009	CDS	648				hypothetical protein
DHHINJMO_00010	CDS	780				hypothetical protein
DHHINJMO_00011	CDS	930				hypothetical protein
DHHINJMO_00012	CDS	2133				hypothetical protein
DHHINJMO_00013	CDS	1773				hypothetical protein
DHHINJMO_00014	CDS	390				hypothetical protein
DHHINJMO_00015	CDS	1410				hypothetical protein
DHHINJMO_00016	CDS	966				hypothetical protein
DHHINJMO_00017	CDS	483				hypothetical protein
DHHINJMO_00018	CDS	300				hypothetical protein
DHHINJMO_00019	CDS	597				hypothetical protein
DHHINJMO_00020	CDS	414				hypothetical protein
DHHINJMO_00021	CDS	357				hypothetical protein
