locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPHJDJNK_00001	CDS	1497				hypothetical protein
DPHJDJNK_00002	CDS	528				hypothetical protein
DPHJDJNK_00003	CDS	603				hypothetical protein
DPHJDJNK_00004	CDS	708				hypothetical protein
DPHJDJNK_00005	CDS	450				hypothetical protein
DPHJDJNK_00006	CDS	192				hypothetical protein
DPHJDJNK_00007	CDS	498				hypothetical protein
DPHJDJNK_00008	CDS	348				hypothetical protein
DPHJDJNK_00009	CDS	306				hypothetical protein
DPHJDJNK_00010	CDS	429				hypothetical protein
DPHJDJNK_00011	CDS	453				hypothetical protein
DPHJDJNK_00012	CDS	294				hypothetical protein
DPHJDJNK_00013	CDS	372				hypothetical protein
DPHJDJNK_00014	CDS	369				hypothetical protein
DPHJDJNK_00015	CDS	156				hypothetical protein
DPHJDJNK_00016	CDS	237				hypothetical protein
DPHJDJNK_00017	CDS	1020				hypothetical protein
DPHJDJNK_00018	CDS	1188				hypothetical protein
DPHJDJNK_00019	CDS	846				hypothetical protein
DPHJDJNK_00020	CDS	876				hypothetical protein
DPHJDJNK_00021	CDS	213				hypothetical protein
DPHJDJNK_00022	CDS	294				hypothetical protein
DPHJDJNK_00023	CDS	480				hypothetical protein
DPHJDJNK_00024	CDS	210				hypothetical protein
DPHJDJNK_00025	CDS	300				hypothetical protein
DPHJDJNK_00026	CDS	318				hypothetical protein
DPHJDJNK_00027	CDS	444				hypothetical protein
DPHJDJNK_00028	CDS	99				hypothetical protein
DPHJDJNK_00029	CDS	237				hypothetical protein
DPHJDJNK_00030	CDS	171				hypothetical protein
DPHJDJNK_00031	CDS	258				hypothetical protein
DPHJDJNK_00032	CDS	261				hypothetical protein
DPHJDJNK_00033	CDS	333				hypothetical protein
DPHJDJNK_00034	CDS	336				hypothetical protein
DPHJDJNK_00035	CDS	219				hypothetical protein
DPHJDJNK_00036	CDS	204				hypothetical protein
DPHJDJNK_00037	CDS	468				hypothetical protein
DPHJDJNK_00038	CDS	255				hypothetical protein
DPHJDJNK_00039	CDS	327				hypothetical protein
DPHJDJNK_00040	CDS	447	ssbA		COG0629	Single-stranded DNA-binding protein A
DPHJDJNK_00041	CDS	642				hypothetical protein
DPHJDJNK_00042	CDS	549				hypothetical protein
DPHJDJNK_00043	CDS	315				hypothetical protein
DPHJDJNK_00044	CDS	1089				hypothetical protein
DPHJDJNK_00045	CDS	585				hypothetical protein
DPHJDJNK_00046	CDS	276				hypothetical protein
DPHJDJNK_00047	CDS	426				hypothetical protein
DPHJDJNK_00048	CDS	2547				hypothetical protein
DPHJDJNK_00049	CDS	540				hypothetical protein
DPHJDJNK_00050	CDS	1281				hypothetical protein
DPHJDJNK_00051	CDS	384				hypothetical protein
DPHJDJNK_00052	CDS	468				hypothetical protein
DPHJDJNK_00053	CDS	1044				hypothetical protein
DPHJDJNK_00054	CDS	417				hypothetical protein
DPHJDJNK_00055	CDS	927				hypothetical protein
DPHJDJNK_00056	CDS	5745				hypothetical protein
DPHJDJNK_00057	CDS	282				hypothetical protein
DPHJDJNK_00058	CDS	396				hypothetical protein
DPHJDJNK_00059	CDS	429				hypothetical protein
DPHJDJNK_00060	CDS	1131				hypothetical protein
DPHJDJNK_00061	CDS	558				hypothetical protein
DPHJDJNK_00062	CDS	411				hypothetical protein
DPHJDJNK_00063	CDS	612				hypothetical protein
DPHJDJNK_00064	CDS	393				hypothetical protein
DPHJDJNK_00065	CDS	924				hypothetical protein
DPHJDJNK_00066	CDS	564				hypothetical protein
DPHJDJNK_00067	CDS	1191				hypothetical protein
DPHJDJNK_00068	CDS	435				hypothetical protein
DPHJDJNK_00069	CDS	882				hypothetical protein
DPHJDJNK_00070	CDS	297				hypothetical protein
