locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBLGOMBA_00001	CDS	822				hypothetical protein
FBLGOMBA_00002	tRNA	92				tRNA-Ser(tga)
FBLGOMBA_00003	CDS	324				hypothetical protein
FBLGOMBA_00004	CDS	441				hypothetical protein
FBLGOMBA_00005	CDS	183				hypothetical protein
FBLGOMBA_00006	CDS	360				hypothetical protein
FBLGOMBA_00007	CDS	276				hypothetical protein
FBLGOMBA_00008	CDS	510				hypothetical protein
FBLGOMBA_00009	CDS	225				hypothetical protein
FBLGOMBA_00010	CDS	816				hypothetical protein
FBLGOMBA_00011	CDS	471				hypothetical protein
FBLGOMBA_00012	CDS	1434				hypothetical protein
FBLGOMBA_00013	CDS	1266				hypothetical protein
FBLGOMBA_00014	CDS	852				hypothetical protein
FBLGOMBA_00015	CDS	1131				hypothetical protein
FBLGOMBA_00016	CDS	501				hypothetical protein
FBLGOMBA_00017	CDS	957				hypothetical protein
FBLGOMBA_00018	CDS	216				hypothetical protein
FBLGOMBA_00019	CDS	462				hypothetical protein
FBLGOMBA_00020	CDS	327				hypothetical protein
FBLGOMBA_00021	CDS	465				hypothetical protein
FBLGOMBA_00022	CDS	1503				hypothetical protein
FBLGOMBA_00023	CDS	432				hypothetical protein
FBLGOMBA_00024	CDS	423				hypothetical protein
FBLGOMBA_00025	CDS	1839				hypothetical protein
FBLGOMBA_00026	CDS	735				hypothetical protein
FBLGOMBA_00027	CDS	342				hypothetical protein
FBLGOMBA_00028	CDS	825				hypothetical protein
FBLGOMBA_00029	CDS	711				hypothetical protein
