ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	169	+	10.7	Prodigal_v2.6.3	circular_pair_4545
1_2	203	379	-	1.2	Prodigal_v2.6.3	circular_pair_4545
1_3	1195	1311	+	1.5	Prodigal_v2.6.3	circular_pair_4545
1_4	1474	1587	+	0.6	Prodigal_v2.6.3	circular_pair_4545
1_5	1715	1828	+	0.5	Prodigal_v2.6.3	circular_pair_4545
1_6	5421	5684	+	11.4	Prodigal_v2.6.3	circular_pair_4545
1_7	6192	6359	+	15.1	Prodigal_v2.6.3	circular_pair_4545
1_8	6473	6568	+	1.5	Prodigal_v2.6.3	circular_pair_4545
1_9	6998	7255	+	29.2	Prodigal_v2.6.3	circular_pair_4545
1_10	9673	9840	+	0.8	Prodigal_v2.6.3	circular_pair_4545
1_11	10695	10898	-	8.7	Prodigal_v2.6.3	circular_pair_4545
1_12	10898	11458	-	5.4	Prodigal_v2.6.3	circular_pair_4545
1_13	12349	12669	+	16.9	Prodigal_v2.6.3	circular_pair_4545
orf00002	581	754	-	2.52	glimmer3	circular_pair_4545
orf00004	941	1069	-	0.31	glimmer3	circular_pair_4545
orf00006	1195	1311	+	4.23	glimmer3	circular_pair_4545
orf00007	1288	1488	-	1.31	glimmer3	circular_pair_4545
orf00008	1474	1587	+	6.52	glimmer3	circular_pair_4545
orf00009	1575	1718	+	2.88	glimmer3	circular_pair_4545
orf00010	1715	1828	+	4.20	glimmer3	circular_pair_4545
orf00012	1922	2068	+	3.58	glimmer3	circular_pair_4545
orf00013	2400	2525	-	0.43	glimmer3	circular_pair_4545
orf00014	2560	2889	-	0.55	glimmer3	circular_pair_4545
orf00015	3108	3248	+	4.91	glimmer3	circular_pair_4545
orf00016	3592	3726	-	0.63	glimmer3	circular_pair_4545
orf00019	4249	4404	+	3.04	glimmer3	circular_pair_4545
orf00020	4659	4814	-	1.71	glimmer3	circular_pair_4545
orf00022	4860	5012	+	6.62	glimmer3	circular_pair_4545
orf00023	5059	5271	-	1.03	glimmer3	circular_pair_4545
orf00025	5421	5684	+	4.77	glimmer3	circular_pair_4545
orf00026	5721	5861	+	3.61	glimmer3	circular_pair_4545
orf00028	5879	6052	+	2.13	glimmer3	circular_pair_4545
orf00032	6192	6359	+	5.31	glimmer3	circular_pair_4545
orf00034	6369	6521	-	3.76	glimmer3	circular_pair_4545
orf00036	6928	7068	+	5.56	glimmer3	circular_pair_4545
orf00037	7040	7255	+	2.31	glimmer3	circular_pair_4545
orf00038	8857	9009	+	3.45	glimmer3	circular_pair_4545
orf00039	9661	9840	+	0.32	glimmer3	circular_pair_4545
orf00040	10116	10262	+	6.14	glimmer3	circular_pair_4545
