locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDNLDFKE_00001	CDS	441				hypothetical protein
MDNLDFKE_00002	CDS	96				hypothetical protein
MDNLDFKE_00003	CDS	621				hypothetical protein
MDNLDFKE_00004	CDS	516				hypothetical protein
MDNLDFKE_00005	CDS	219				hypothetical protein
MDNLDFKE_00006	CDS	237				hypothetical protein
MDNLDFKE_00007	CDS	231				hypothetical protein
MDNLDFKE_00008	CDS	204				hypothetical protein
MDNLDFKE_00009	CDS	282				hypothetical protein
MDNLDFKE_00010	CDS	132				hypothetical protein
MDNLDFKE_00011	CDS	339				hypothetical protein
MDNLDFKE_00012	CDS	231				hypothetical protein
MDNLDFKE_00013	CDS	321				hypothetical protein
MDNLDFKE_00014	CDS	798				hypothetical protein
MDNLDFKE_00015	CDS	798				hypothetical protein
MDNLDFKE_00016	CDS	321				hypothetical protein
MDNLDFKE_00017	CDS	231				hypothetical protein
MDNLDFKE_00018	CDS	249				hypothetical protein
MDNLDFKE_00019	CDS	159				hypothetical protein
MDNLDFKE_00020	CDS	222				hypothetical protein
MDNLDFKE_00021	CDS	159				hypothetical protein
MDNLDFKE_00022	CDS	408				hypothetical protein
MDNLDFKE_00023	CDS	1077				hypothetical protein
MDNLDFKE_00024	CDS	240				hypothetical protein
MDNLDFKE_00025	CDS	261				hypothetical protein
MDNLDFKE_00026	CDS	213				hypothetical protein
