locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKAMNGCL_00001	CDS	678				hypothetical protein
FKAMNGCL_00002	CDS	366				hypothetical protein
FKAMNGCL_00003	CDS	204				hypothetical protein
FKAMNGCL_00004	CDS	279				hypothetical protein
FKAMNGCL_00005	CDS	234				hypothetical protein
FKAMNGCL_00006	CDS	378				hypothetical protein
FKAMNGCL_00007	CDS	1251				hypothetical protein
FKAMNGCL_00008	CDS	552				hypothetical protein
FKAMNGCL_00009	CDS	342				hypothetical protein
FKAMNGCL_00010	CDS	309				hypothetical protein
FKAMNGCL_00011	CDS	2097				hypothetical protein
FKAMNGCL_00012	CDS	288				hypothetical protein
FKAMNGCL_00013	CDS	225				hypothetical protein
FKAMNGCL_00014	CDS	591				hypothetical protein
FKAMNGCL_00015	CDS	264				hypothetical protein
FKAMNGCL_00016	CDS	1383				hypothetical protein
FKAMNGCL_00017	CDS	774				hypothetical protein
FKAMNGCL_00018	CDS	222				hypothetical protein
FKAMNGCL_00019	CDS	1170	intS		COG0582	Prophage integrase IntS
FKAMNGCL_00020	CDS	423				hypothetical protein
FKAMNGCL_00021	CDS	804				hypothetical protein
FKAMNGCL_00022	CDS	747				hypothetical protein
FKAMNGCL_00023	CDS	486				hypothetical protein
FKAMNGCL_00024	CDS	522				hypothetical protein
FKAMNGCL_00025	CDS	231				hypothetical protein
FKAMNGCL_00026	CDS	1647				hypothetical protein
FKAMNGCL_00027	CDS	318				hypothetical protein
FKAMNGCL_00028	CDS	2478				hypothetical protein
FKAMNGCL_00029	CDS	1545				hypothetical protein
FKAMNGCL_00030	CDS	2130				hypothetical protein
