comp,mean_ident,mean_sim,cluster
contig_2080-JAAOBB010000051.1,0.804705882352941,0.852647058823529,106_0
contig_2080-JAAOBB010000053.1,0.685,0.77452380952381,106_0
contig_2080-JAAOBB010000054.1,0.5025,0.64,106_0
contig_2080-JAAOBB010000056.1,0.528823529411765,0.662941176470588,106_0
contig_2080-JAAOBB010000057.1,0.460526315789474,0.615789473684211,106_0
contig_2080-JAAOBB010000058.1,0.527647058823529,0.660588235294118,106_0
contig_2080-JAAOBB010000062.1,0.71475,0.7935,106_0
contig_2080-MN855721,0.839565217391304,0.880434782608696,106_0
contig_2080-MN855722,0.475263157894737,0.622105263157895,106_0
contig_2080-MN855736,0.772,0.828,106_0
contig_2080-MN856054,0.502727272727273,0.642727272727273,106_0
contig_2080-MN856090,0.68547619047619,0.769761904761905,106_0
JAAOBB010000051.1-JAAOBB010000053.1,0.7090625,0.7846875,106_0
JAAOBB010000051.1-JAAOBB010000054.1,0.509285714285714,0.649285714285714,106_0
JAAOBB010000051.1-JAAOBB010000056.1,0.509333333333333,0.649333333333333,106_0
JAAOBB010000051.1-JAAOBB010000057.1,0.461764705882353,0.607058823529412,106_0
JAAOBB010000051.1-JAAOBB010000058.1,0.51125,0.645,106_0
JAAOBB010000051.1-JAAOBB010000062.1,0.700333333333333,0.78,106_0
JAAOBB010000051.1-MN855721,0.815277777777778,0.858333333333333,106_0
JAAOBB010000051.1-MN855722,0.47375,0.6175,106_0
JAAOBB010000051.1-MN855736,0.847142857142857,0.890571428571429,106_0
JAAOBB010000051.1-MN856054,0.514444444444444,0.646666666666667,106_0
JAAOBB010000051.1-MN856090,0.759285714285714,0.830714285714286,106_0
JAAOBB010000053.1-JAAOBB010000054.1,0.41,0.568461538461538,106_0
JAAOBB010000053.1-JAAOBB010000056.1,0.43,0.586923076923077,106_0
JAAOBB010000053.1-JAAOBB010000057.1,0.430588235294118,0.580588235294118,106_0
JAAOBB010000053.1-JAAOBB010000058.1,0.415384615384615,0.569230769230769,106_0
JAAOBB010000053.1-JAAOBB010000062.1,0.833255813953488,0.881162790697674,106_0
JAAOBB010000053.1-MN855721,0.67390243902439,0.764146341463415,106_0
JAAOBB010000053.1-MN855722,0.43,0.582105263157895,106_0
JAAOBB010000053.1-MN855736,0.713409090909091,0.793636363636364,106_0
JAAOBB010000053.1-MN856054,0.426111111111111,0.582777777777778,106_0
JAAOBB010000053.1-MN856090,0.890222222222222,0.923555555555556,106_0
JAAOBB010000054.1-JAAOBB010000056.1,0.89,0.9285,106_0
JAAOBB010000054.1-JAAOBB010000057.1,0.67,0.766363636363636,106_0
JAAOBB010000054.1-JAAOBB010000058.1,0.860476190476191,0.906666666666667,106_0
JAAOBB010000054.1-JAAOBB010000062.1,0.437692307692308,0.593076923076923,106_0
JAAOBB010000054.1-MN855721,0.55,0.68,106_0
JAAOBB010000054.1-MN855722,0.677619047619048,0.770476190476191,106_0
JAAOBB010000054.1-MN855736,0.524666666666667,0.658,106_0
JAAOBB010000054.1-MN856054,0.8392,0.8868,106_0
JAAOBB010000054.1-MN856090,0.448461538461538,0.602307692307692,106_0
JAAOBB010000056.1-JAAOBB010000057.1,0.671578947368421,0.772105263157895,106_0
JAAOBB010000056.1-JAAOBB010000058.1,0.928,0.9525,106_0
JAAOBB010000056.1-JAAOBB010000062.1,0.445714285714286,0.600714285714286,106_0
JAAOBB010000056.1-MN855721,0.56,0.688125,106_0
JAAOBB010000056.1-MN855722,0.649,0.7505,106_0
JAAOBB010000056.1-MN855736,0.54,0.668125,106_0
JAAOBB010000056.1-MN856054,0.885217391304348,0.916521739130435,106_0
JAAOBB010000056.1-MN856090,0.463846153846154,0.611538461538462,106_0
JAAOBB010000057.1-JAAOBB010000058.1,0.695,0.789583333333333,106_0
JAAOBB010000057.1-JAAOBB010000062.1,0.451111111111111,0.599444444444444,106_0
JAAOBB010000057.1-MN855721,0.4775,0.62625,106_0
JAAOBB010000057.1-MN855722,0.867333333333333,0.904444444444444,106_0
JAAOBB010000057.1-MN855736,0.461052631578947,0.611052631578947,106_0
JAAOBB010000057.1-MN856054,0.723421052631579,0.810526315789474,106_0
JAAOBB010000057.1-MN856090,0.456,0.603333333333333,106_0
JAAOBB010000058.1-JAAOBB010000062.1,0.423333333333333,0.576666666666667,106_0
JAAOBB010000058.1-MN855721,0.529444444444444,0.661666666666667,106_0
JAAOBB010000058.1-MN855722,0.6764,0.7732,106_0
JAAOBB010000058.1-MN855736,0.536875,0.665,106_0
JAAOBB010000058.1-MN856054,0.912692307692308,0.945,106_0
JAAOBB010000058.1-MN856090,0.424375,0.579375,106_0
JAAOBB010000062.1-MN855721,0.698,0.78275,106_0
JAAOBB010000062.1-MN855722,0.457777777777778,0.607222222222222,106_0
JAAOBB010000062.1-MN855736,0.711904761904762,0.791428571428571,106_0
JAAOBB010000062.1-MN856054,0.433684210526316,0.590526315789474,106_0
JAAOBB010000062.1-MN856090,0.845365853658537,0.887073170731707,106_0
MN855721-MN855722,0.484705882352941,0.630588235294118,106_0
MN855721-MN855736,0.7894,0.841,106_0
MN855721-MN856054,0.524761904761905,0.659047619047619,106_0
MN855721-MN856090,0.694878048780488,0.781951219512195,106_0
MN855722-MN855736,0.474210526315789,0.622105263157895,106_0
MN855722-MN856054,0.697073170731707,0.784146341463415,106_0
MN855722-MN856090,0.455294117647059,0.604117647058824,106_0
MN855736-MN856054,0.523333333333333,0.652380952380952,106_0
MN855736-MN856090,0.726279069767442,0.80093023255814,106_0
MN856054-MN856090,0.439444444444444,0.590555555555556,106_0
