locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHMGHDDN_00001	CDS	1347				hypothetical protein
MHMGHDDN_00002	CDS	864				hypothetical protein
MHMGHDDN_00003	CDS	459				hypothetical protein
MHMGHDDN_00004	CDS	873				hypothetical protein
MHMGHDDN_00005	CDS	744				hypothetical protein
MHMGHDDN_00006	CDS	246				hypothetical protein
MHMGHDDN_00007	CDS	282	hup		COG0776	DNA-binding protein HU
MHMGHDDN_00008	CDS	762	pnuC		COG3201	Nicotinamide riboside transporter PnuC
MHMGHDDN_00009	CDS	297				hypothetical protein
MHMGHDDN_00010	CDS	564				hypothetical protein
MHMGHDDN_00011	CDS	378				hypothetical protein
MHMGHDDN_00012	CDS	567				hypothetical protein
MHMGHDDN_00013	CDS	501				hypothetical protein
MHMGHDDN_00014	CDS	498				hypothetical protein
MHMGHDDN_00015	CDS	378				hypothetical protein
MHMGHDDN_00016	CDS	567				hypothetical protein
MHMGHDDN_00017	CDS	501				hypothetical protein
MHMGHDDN_00018	CDS	498				hypothetical protein
MHMGHDDN_00019	CDS	936				hypothetical protein
MHMGHDDN_00020	CDS	1344				hypothetical protein
MHMGHDDN_00021	CDS	411				hypothetical protein
MHMGHDDN_00022	CDS	303				hypothetical protein
MHMGHDDN_00023	CDS	351				hypothetical protein
MHMGHDDN_00024	CDS	645				hypothetical protein
MHMGHDDN_00025	CDS	465				hypothetical protein
MHMGHDDN_00026	CDS	1272				IS200/IS605 family transposase ISMmu1
MHMGHDDN_00027	CDS	201				hypothetical protein
MHMGHDDN_00028	CDS	261				hypothetical protein
MHMGHDDN_00029	CDS	1728				hypothetical protein
MHMGHDDN_00030	CDS	795				hypothetical protein
MHMGHDDN_00031	CDS	1302				hypothetical protein
MHMGHDDN_00032	CDS	1602				hypothetical protein
MHMGHDDN_00033	CDS	954				hypothetical protein
MHMGHDDN_00034	CDS	1158				hypothetical protein
MHMGHDDN_00035	CDS	657				hypothetical protein
MHMGHDDN_00036	CDS	891				hypothetical protein
MHMGHDDN_00037	CDS	231				hypothetical protein
MHMGHDDN_00038	CDS	2334				hypothetical protein
MHMGHDDN_00039	CDS	480				hypothetical protein
MHMGHDDN_00040	CDS	201				hypothetical protein
MHMGHDDN_00041	CDS	279				hypothetical protein
MHMGHDDN_00042	CDS	210				hypothetical protein
MHMGHDDN_00043	CDS	627				hypothetical protein
MHMGHDDN_00044	CDS	582				hypothetical protein
MHMGHDDN_00045	CDS	1908				hypothetical protein
MHMGHDDN_00046	CDS	1881				hypothetical protein
MHMGHDDN_00047	CDS	582				hypothetical protein
MHMGHDDN_00048	CDS	627				hypothetical protein
MHMGHDDN_00049	CDS	210				hypothetical protein
MHMGHDDN_00050	CDS	279				hypothetical protein
MHMGHDDN_00051	CDS	201				hypothetical protein
MHMGHDDN_00052	CDS	480				hypothetical protein
MHMGHDDN_00053	CDS	258				hypothetical protein
