locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKLFBABG_00001	CDS	474				hypothetical protein
IKLFBABG_00002	CDS	411				hypothetical protein
IKLFBABG_00003	CDS	393				hypothetical protein
IKLFBABG_00004	CDS	231				hypothetical protein
IKLFBABG_00005	CDS	504	ssbA		COG0629	Single-stranded DNA-binding protein A
IKLFBABG_00006	CDS	132				hypothetical protein
IKLFBABG_00007	CDS	192				hypothetical protein
IKLFBABG_00008	CDS	783				hypothetical protein
IKLFBABG_00009	CDS	822				hypothetical protein
IKLFBABG_00010	CDS	348				hypothetical protein
IKLFBABG_00011	CDS	237				hypothetical protein
IKLFBABG_00012	CDS	219				hypothetical protein
IKLFBABG_00013	CDS	165				hypothetical protein
IKLFBABG_00014	CDS	204				hypothetical protein
IKLFBABG_00015	CDS	357				hypothetical protein
IKLFBABG_00016	CDS	393				hypothetical protein
IKLFBABG_00017	CDS	234	lexA	3.4.21.88		LexA repressor
IKLFBABG_00018	CDS	558				hypothetical protein
IKLFBABG_00019	CDS	417				hypothetical protein
IKLFBABG_00020	CDS	228				hypothetical protein
IKLFBABG_00021	CDS	615				hypothetical protein
IKLFBABG_00022	CDS	342				hypothetical protein
IKLFBABG_00023	CDS	801			COG1192	putative protein
IKLFBABG_00024	CDS	258				hypothetical protein
IKLFBABG_00025	CDS	123				hypothetical protein
IKLFBABG_00026	CDS	546	lytA	3.5.1.28		Autolysin
IKLFBABG_00027	CDS	351				hypothetical protein
IKLFBABG_00028	CDS	279				hypothetical protein
IKLFBABG_00029	CDS	384				hypothetical protein
IKLFBABG_00030	CDS	474				hypothetical protein
IKLFBABG_00031	CDS	396				hypothetical protein
IKLFBABG_00032	CDS	654				hypothetical protein
IKLFBABG_00033	CDS	519				hypothetical protein
IKLFBABG_00034	CDS	183				hypothetical protein
IKLFBABG_00035	CDS	3015				hypothetical protein
IKLFBABG_00036	CDS	759				hypothetical protein
IKLFBABG_00037	CDS	4080				hypothetical protein
IKLFBABG_00038	CDS	186				hypothetical protein
IKLFBABG_00039	CDS	381				hypothetical protein
IKLFBABG_00040	CDS	681				hypothetical protein
IKLFBABG_00041	CDS	384				hypothetical protein
IKLFBABG_00042	CDS	399				hypothetical protein
IKLFBABG_00043	CDS	348				hypothetical protein
IKLFBABG_00044	CDS	303				hypothetical protein
IKLFBABG_00045	CDS	1815				hypothetical protein
IKLFBABG_00046	CDS	1164				hypothetical protein
IKLFBABG_00047	CDS	192				hypothetical protein
IKLFBABG_00048	CDS	1905				hypothetical protein
IKLFBABG_00049	CDS	525				hypothetical protein
IKLFBABG_00050	CDS	210				hypothetical protein
