locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCFMIFAJ_00001	CDS	474				hypothetical protein
GCFMIFAJ_00002	CDS	351				hypothetical protein
GCFMIFAJ_00003	CDS	231				hypothetical protein
GCFMIFAJ_00004	CDS	393				hypothetical protein
GCFMIFAJ_00005	CDS	354				hypothetical protein
GCFMIFAJ_00006	CDS	489	ssbA		COG0629	Single-stranded DNA-binding protein A
GCFMIFAJ_00007	CDS	504				hypothetical protein
GCFMIFAJ_00008	CDS	930				hypothetical protein
GCFMIFAJ_00009	CDS	309				hypothetical protein
GCFMIFAJ_00010	CDS	153				hypothetical protein
GCFMIFAJ_00011	CDS	228				hypothetical protein
GCFMIFAJ_00012	CDS	627	lexA_1	3.4.21.88		LexA repressor
GCFMIFAJ_00013	CDS	681	lexA_2	3.4.21.88		LexA repressor
