ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	483	728	+	1.2	Prodigal_v2.6.3	scaffold_1760
1_2	728	886	+	8.3	Prodigal_v2.6.3	scaffold_1760
1_3	1935	2291	-	17.2	Prodigal_v2.6.3	scaffold_1760
1_4	2357	2497	-	0.8	Prodigal_v2.6.3	scaffold_1760
1_5	2652	3704	-	55.8	Prodigal_v2.6.3	scaffold_1760
1_6	4311	4622	-	25.6	Prodigal_v2.6.3	scaffold_1760
1_7	4635	5189	-	23.4	Prodigal_v2.6.3	scaffold_1760
1_8	5373	5588	+	11.6	Prodigal_v2.6.3	scaffold_1760
1_9	6055	6495	+	37.8	Prodigal_v2.6.3	scaffold_1760
1_10	6416	7075	-	39.1	Prodigal_v2.6.3	scaffold_1760
1_11	7311	8036	-	42.0	Prodigal_v2.6.3	scaffold_1760
1_12	8218	8529	-	5.1	Prodigal_v2.6.3	scaffold_1760
1_13	8526	9266	-	47.2	Prodigal_v2.6.3	scaffold_1760
1_14	9263	11023	-	166.2	Prodigal_v2.6.3	scaffold_1760
1_15	11025	12284	-	131.5	Prodigal_v2.6.3	scaffold_1760
1_16	12281	12496	-	10.8	Prodigal_v2.6.3	scaffold_1760
1_17	12493	12753	-	12.9	Prodigal_v2.6.3	scaffold_1760
1_18	12850	13032	+	3.6	Prodigal_v2.6.3	scaffold_1760
1_19	13074	13469	+	53.5	Prodigal_v2.6.3	scaffold_1760
1_20	13513	13836	-	30.4	Prodigal_v2.6.3	scaffold_1760
1_21	13823	14119	-	23.0	Prodigal_v2.6.3	scaffold_1760
1_22	14119	14814	-	55.9	Prodigal_v2.6.3	scaffold_1760
1_23	14821	15072	-	35.3	Prodigal_v2.6.3	scaffold_1760
1_24	15352	15756	-	10.4	Prodigal_v2.6.3	scaffold_1760
1_25	15753	16148	-	24.5	Prodigal_v2.6.3	scaffold_1760
1_26	16148	16636	-	43.7	Prodigal_v2.6.3	scaffold_1760
1_27	17103	17318	-	11.6	Prodigal_v2.6.3	scaffold_1760
1_28	17408	17719	+	28.5	Prodigal_v2.6.3	scaffold_1760
1_29	17640	17792	-	14.7	Prodigal_v2.6.3	scaffold_1760
1_30	18326	19345	+	68.5	Prodigal_v2.6.3	scaffold_1760
