ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	259	+	21.6	Prodigal_v2.6.3	contig_2794
1_2	376	1011	-	86.1	Prodigal_v2.6.3	contig_2794
1_3	1008	1145	-	0.1	Prodigal_v2.6.3	contig_2794
1_4	1240	1434	-	9.7	Prodigal_v2.6.3	contig_2794
1_5	1445	1630	-	21.4	Prodigal_v2.6.3	contig_2794
1_6	1627	2124	-	55.5	Prodigal_v2.6.3	contig_2794
1_7	2187	2303	+	5.2	Prodigal_v2.6.3	contig_2794
1_8	2300	3169	+	107.9	Prodigal_v2.6.3	contig_2794
1_9	3212	3325	-	5.8	Prodigal_v2.6.3	contig_2794
1_10	3383	3541	-	2.4	Prodigal_v2.6.3	contig_2794
1_11	3538	4407	-	107.9	Prodigal_v2.6.3	contig_2794
1_12	4404	4520	-	5.2	Prodigal_v2.6.3	contig_2794
1_13	4583	5080	+	55.5	Prodigal_v2.6.3	contig_2794
1_14	5077	5262	+	21.4	Prodigal_v2.6.3	contig_2794
1_15	5273	5467	+	9.7	Prodigal_v2.6.3	contig_2794
1_16	5562	5699	+	0.1	Prodigal_v2.6.3	contig_2794
1_17	5696	6331	+	86.1	Prodigal_v2.6.3	contig_2794
1_18	6448	6723	-	17.6	Prodigal_v2.6.3	contig_2794
1_19	6781	7017	+	6.1	Prodigal_v2.6.3	contig_2794
1_20	7056	7436	+	33.9	Prodigal_v2.6.3	contig_2794
1_21	7553	8188	-	86.1	Prodigal_v2.6.3	contig_2794
1_22	8185	8322	-	0.1	Prodigal_v2.6.3	contig_2794
1_23	8417	8611	-	9.7	Prodigal_v2.6.3	contig_2794
1_24	8622	8807	-	21.4	Prodigal_v2.6.3	contig_2794
1_25	8804	9301	-	55.5	Prodigal_v2.6.3	contig_2794
1_26	9364	9480	+	5.2	Prodigal_v2.6.3	contig_2794
1_27	9477	10346	+	107.9	Prodigal_v2.6.3	contig_2794
1_28	10361	10501	-	10.2	Prodigal_v2.6.3	contig_2794
1_29	10559	10717	-	2.4	Prodigal_v2.6.3	contig_2794
1_30	10714	11583	-	107.9	Prodigal_v2.6.3	contig_2794
1_31	11580	11696	-	5.2	Prodigal_v2.6.3	contig_2794
1_32	11759	12256	+	55.5	Prodigal_v2.6.3	contig_2794
1_33	12253	12438	+	21.4	Prodigal_v2.6.3	contig_2794
1_34	12449	12643	+	9.7	Prodigal_v2.6.3	contig_2794
1_35	12738	12875	+	0.1	Prodigal_v2.6.3	contig_2794
1_36	12872	13507	+	86.1	Prodigal_v2.6.3	contig_2794
1_37	13624	13881	-	21.6	Prodigal_v2.6.3	contig_2794
orf00001	13871	259	+	17.32	glimmer3	contig_2794
orf00002	376	1011	-	18.81	glimmer3	contig_2794
orf00004	1240	1548	-	12.91	glimmer3	contig_2794
orf00006	1627	2148	-	18.66	glimmer3	contig_2794
orf00007	2187	2303	+	4.42	glimmer3	contig_2794
orf00008	2300	3169	+	16.82	glimmer3	contig_2794
orf00009	3212	3337	-	18.12	glimmer3	contig_2794
orf00010	3538	4407	-	16.85	glimmer3	contig_2794
orf00011	4404	4520	-	4.42	glimmer3	contig_2794
orf00012	4559	5080	+	18.66	glimmer3	contig_2794
orf00014	5159	5467	+	12.91	glimmer3	contig_2794
orf00016	5696	6331	+	18.81	glimmer3	contig_2794
orf00017	6448	6723	-	16.37	glimmer3	contig_2794
orf00018	6781	7017	+	1.27	glimmer3	contig_2794
orf00019	7056	7436	+	14.48	glimmer3	contig_2794
orf00020	7553	8188	-	18.81	glimmer3	contig_2794
orf00022	8417	8725	-	12.91	glimmer3	contig_2794
orf00024	8804	9325	-	18.66	glimmer3	contig_2794
orf00025	9364	9480	+	4.42	glimmer3	contig_2794
orf00026	9477	10346	+	16.82	glimmer3	contig_2794
orf00027	10361	10513	-	16.89	glimmer3	contig_2794
orf00028	10714	11583	-	16.85	glimmer3	contig_2794
orf00029	11580	11696	-	4.42	glimmer3	contig_2794
orf00030	11735	12256	+	18.66	glimmer3	contig_2794
orf00032	12335	12643	+	12.91	glimmer3	contig_2794
orf00034	12872	13507	+	18.81	glimmer3	contig_2794
orf00035	13624	12	-	18.10	glimmer3	contig_2794
NA	2	259	+	NA	PHANOTATE	contig_2794
NA	360	256	-	NA	PHANOTATE	contig_2794
NA	1011	376	-	NA	PHANOTATE	contig_2794
NA	1145	1008	-	NA	PHANOTATE	contig_2794
NA	1434	1240	-	NA	PHANOTATE	contig_2794
NA	1630	1445	-	NA	PHANOTATE	contig_2794
NA	2124	1627	-	NA	PHANOTATE	contig_2794
NA	2187	2303	+	NA	PHANOTATE	contig_2794
NA	2300	3169	+	NA	PHANOTATE	contig_2794
NA	3325	3212	-	NA	PHANOTATE	contig_2794
NA	3541	3383	-	NA	PHANOTATE	contig_2794
NA	4407	3538	-	NA	PHANOTATE	contig_2794
NA	4520	4404	-	NA	PHANOTATE	contig_2794
NA	4583	5080	+	NA	PHANOTATE	contig_2794
NA	5077	5262	+	NA	PHANOTATE	contig_2794
NA	5273	5467	+	NA	PHANOTATE	contig_2794
NA	5562	5699	+	NA	PHANOTATE	contig_2794
