locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPCOELHB_00001	CDS	717				hypothetical protein
LPCOELHB_00002	CDS	342				hypothetical protein
LPCOELHB_00003	CDS	477				hypothetical protein
LPCOELHB_00004	CDS	1149				hypothetical protein
LPCOELHB_00005	CDS	213				hypothetical protein
LPCOELHB_00006	CDS	312				hypothetical protein
LPCOELHB_00007	CDS	1518				hypothetical protein
LPCOELHB_00008	CDS	306				hypothetical protein
LPCOELHB_00009	CDS	297				hypothetical protein
LPCOELHB_00010	CDS	426				hypothetical protein
LPCOELHB_00011	CDS	156				hypothetical protein
LPCOELHB_00012	CDS	390				hypothetical protein
LPCOELHB_00013	CDS	231				hypothetical protein
LPCOELHB_00014	CDS	324				hypothetical protein
LPCOELHB_00015	CDS	543				hypothetical protein
LPCOELHB_00016	CDS	522				hypothetical protein
LPCOELHB_00017	CDS	603				hypothetical protein
LPCOELHB_00018	CDS	798				hypothetical protein
LPCOELHB_00019	CDS	252				hypothetical protein
LPCOELHB_00020	CDS	198				hypothetical protein
LPCOELHB_00021	CDS	156				hypothetical protein
LPCOELHB_00022	CDS	327				hypothetical protein
LPCOELHB_00023	CDS	645				hypothetical protein
