#id:	contig_2848
#START	STOP	FRAME	CONTIG	SCORE
709	2	-	contig_2848	-1277.582371257557706731546774	
1778	699	-	contig_2848	-3597.007576654303425253166685	
2413	1778	-	contig_2848	-493.5652068195060236424770044	
3772	2429	-	contig_2848	-2916753.999865564303941416051	
3864	3772	-	contig_2848	-1.614574700440454719474168582	
4382	3882	-	contig_2848	-281.7164469600439944816010252	
4483	4367	-	contig_2848	-0.1410802500051143211140169956	
4667	4515	-	contig_2848	-4.538569905579089344953568585	
4770	4654	-	contig_2848	-0.1464534604403942663600603730	
6164	4767	-	contig_2848	-3575207.483898879031756335161	
7233	6154	-	contig_2848	-3597.007576654303425253166685	
7868	7233	-	contig_2848	-493.5652068195060236424770044	
9227	7884	-	contig_2848	-2950762.960782720857314904606	
9319	9227	-	contig_2848	-1.614574700440454719474168582	
9837	9337	-	contig_2848	-281.7164469600439944816010252	
9938	9822	-	contig_2848	-0.1410802500051143211140169956	
10323	9970	-	contig_2848	-20.82143779377804933476144609	
10910	10323	-	contig_2848	-491.1795583725964323591143162	
