locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJCICEHP_00001	CDS	273				hypothetical protein
AJCICEHP_00002	CDS	375				hypothetical protein
AJCICEHP_00003	CDS	2925				hypothetical protein
AJCICEHP_00004	CDS	900				hypothetical protein
AJCICEHP_00005	CDS	1062				hypothetical protein
AJCICEHP_00006	CDS	684				hypothetical protein
AJCICEHP_00007	CDS	951				hypothetical protein
AJCICEHP_00008	CDS	249				hypothetical protein
AJCICEHP_00009	CDS	1209				hypothetical protein
AJCICEHP_00010	CDS	333				hypothetical protein
AJCICEHP_00011	CDS	597				hypothetical protein
AJCICEHP_00012	CDS	414				hypothetical protein
AJCICEHP_00013	CDS	177				hypothetical protein
AJCICEHP_00014	CDS	426				hypothetical protein
AJCICEHP_00015	CDS	444				hypothetical protein
AJCICEHP_00016	CDS	222				hypothetical protein
AJCICEHP_00017	CDS	345				hypothetical protein
AJCICEHP_00018	CDS	408				hypothetical protein
AJCICEHP_00019	CDS	387				hypothetical protein
AJCICEHP_00020	CDS	351				hypothetical protein
AJCICEHP_00021	CDS	366				hypothetical protein
AJCICEHP_00022	CDS	351				hypothetical protein
AJCICEHP_00023	CDS	390				hypothetical protein
AJCICEHP_00024	CDS	1242				hypothetical protein
AJCICEHP_00025	CDS	879				hypothetical protein
AJCICEHP_00026	CDS	615				hypothetical protein
AJCICEHP_00027	CDS	771				hypothetical protein
AJCICEHP_00028	CDS	528				hypothetical protein
AJCICEHP_00029	CDS	243				hypothetical protein
AJCICEHP_00030	CDS	594				hypothetical protein
AJCICEHP_00031	CDS	210				hypothetical protein
AJCICEHP_00032	CDS	501				hypothetical protein
AJCICEHP_00033	CDS	483				hypothetical protein
AJCICEHP_00034	CDS	546				hypothetical protein
AJCICEHP_00035	CDS	399				hypothetical protein
AJCICEHP_00036	CDS	1281			COG1783	putative protein
AJCICEHP_00037	CDS	2211				hypothetical protein
AJCICEHP_00038	CDS	2058				hypothetical protein
AJCICEHP_00039	CDS	696				hypothetical protein
AJCICEHP_00040	CDS	384				hypothetical protein
AJCICEHP_00041	CDS	327				hypothetical protein
AJCICEHP_00042	CDS	462				hypothetical protein
AJCICEHP_00043	CDS	612				hypothetical protein
