ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	141	938	-	42.4	Prodigal_v2.6.3	circular_read_527
1_2	1268	2065	-	42.4	Prodigal_v2.6.3	circular_read_527
1_3	2395	3192	-	42.4	Prodigal_v2.6.3	circular_read_527
1_4	3522	4442	-	49.3	Prodigal_v2.6.3	circular_read_527
orf00001	45	176	+	7.77	glimmer3	circular_read_527
orf00002	141	1118	-	2.88	glimmer3	circular_read_527
orf00003	1172	1303	+	7.77	glimmer3	circular_read_527
orf00004	1268	2245	-	2.88	glimmer3	circular_read_527
orf00005	2299	2430	+	7.77	glimmer3	circular_read_527
orf00006	2395	3372	-	2.88	glimmer3	circular_read_527
orf00007	3426	3557	+	7.77	glimmer3	circular_read_527
orf00008	3522	4379	-	2.94	glimmer3	circular_read_527
NA	998	141	-	NA	PHANOTATE	circular_read_527
NA	1172	1303	+	NA	PHANOTATE	circular_read_527
NA	2125	1268	-	NA	PHANOTATE	circular_read_527
NA	2299	2430	+	NA	PHANOTATE	circular_read_527
NA	3252	2395	-	NA	PHANOTATE	circular_read_527
NA	3426	3557	+	NA	PHANOTATE	circular_read_527
NA	4379	3522	-	NA	PHANOTATE	circular_read_527
