locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOOKAKNA_00001	CDS	219				hypothetical protein
HOOKAKNA_00002	CDS	1173	intS		COG0582	Prophage integrase IntS
HOOKAKNA_00003	CDS	2583				hypothetical protein
HOOKAKNA_00004	CDS	498				hypothetical protein
HOOKAKNA_00005	CDS	522				hypothetical protein
HOOKAKNA_00006	CDS	1647				hypothetical protein
HOOKAKNA_00007	CDS	321				hypothetical protein
HOOKAKNA_00008	CDS	2478				hypothetical protein
HOOKAKNA_00009	CDS	1554				hypothetical protein
HOOKAKNA_00010	CDS	2130				hypothetical protein
HOOKAKNA_00011	CDS	471				hypothetical protein
HOOKAKNA_00012	CDS	453				hypothetical protein
HOOKAKNA_00013	CDS	2067				hypothetical protein
HOOKAKNA_00014	CDS	564				hypothetical protein
HOOKAKNA_00015	CDS	894				hypothetical protein
HOOKAKNA_00016	CDS	237				hypothetical protein
HOOKAKNA_00017	CDS	888				hypothetical protein
HOOKAKNA_00018	CDS	237				hypothetical protein
HOOKAKNA_00019	CDS	843				hypothetical protein
HOOKAKNA_00020	CDS	435				hypothetical protein
HOOKAKNA_00021	CDS	237				hypothetical protein
HOOKAKNA_00022	CDS	888				hypothetical protein
HOOKAKNA_00023	CDS	237				hypothetical protein
HOOKAKNA_00024	CDS	894				hypothetical protein
HOOKAKNA_00025	CDS	564				hypothetical protein
HOOKAKNA_00026	CDS	2067				hypothetical protein
HOOKAKNA_00027	CDS	453				hypothetical protein
HOOKAKNA_00028	CDS	471				hypothetical protein
HOOKAKNA_00029	CDS	2130				hypothetical protein
HOOKAKNA_00030	CDS	1134				hypothetical protein
HOOKAKNA_00031	CDS	378				hypothetical protein
