CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	3	176	174	contig_1215							
2	glimmer	+	173	982	810	contig_1215	phanotate	+	173	982	810	contig_1215	prodigal	+	173	982	810	contig_1215	
3							phanotate	+	855	1580	726	contig_1215							
4													prodigal	+	975	1580	606	contig_1215	
5	glimmer	+	999	1580	582	contig_1215													
6							phanotate	+	1537	6201	4665	contig_1215							
7													prodigal	+	1540	6201	4662	contig_1215	
8	glimmer	+	1588	6201	4614	contig_1215													
9	glimmer	+	6210	6683	474	contig_1215	phanotate	+	6210	6683	474	contig_1215	prodigal	+	6210	6683	474	contig_1215	
10	glimmer	+	6680	7084	405	contig_1215	phanotate	+	6680	7084	405	contig_1215	prodigal	+	6680	7084	405	contig_1215	
11	glimmer	+	7099	7494	396	contig_1215	phanotate	+	7099	7494	396	contig_1215	prodigal	+	7099	7494	396	contig_1215	
12	glimmer	+	7494	7877	384	contig_1215	phanotate	+	7494	7877	384	contig_1215	prodigal	+	7494	7877	384	contig_1215	
13							phanotate	+	7838	8320	483	contig_1215							
14	glimmer	+	7877	8320	444	contig_1215							prodigal	+	7877	8320	444	contig_1215	
15	glimmer	+	8384	8746	363	contig_1215													
16							phanotate	+	8399	8746	348	contig_1215	prodigal	+	8399	8746	348	contig_1215	
17	glimmer	+	8769	9293	525	contig_1215							prodigal	+	8769	9293	525	contig_1215	
18							phanotate	+	8808	9293	486	contig_1215							
19							phanotate	+	9290	9532	243	contig_1215	prodigal	+	9290	9532	243	contig_1215	
20	glimmer	+	9341	9532	192	contig_1215													
21	glimmer	+	9539	9871	333	contig_1215							prodigal	+	9539	9871	333	contig_1215	
22							phanotate	-	9573	9662	90	contig_1215							
23							phanotate	+	9771	10079	309	contig_1215							
24	glimmer	+	9825	10079	255	contig_1215													
25	glimmer	+	10158	12062	1905	contig_1215	phanotate	+	10158	12062	1905	contig_1215	prodigal	+	10158	12062	1905	contig_1215	
26							phanotate	+	12080	12433	354	contig_1215	prodigal	+	12080	12433	354	contig_1215	
27	glimmer	+	12086	12433	348	contig_1215													
28	glimmer	+	12439	14562	2124	contig_1215	phanotate	+	12439	14562	2124	contig_1215	prodigal	+	12439	14562	2124	contig_1215	
29	glimmer	+	14534	15157	624	contig_1215													
30							phanotate	+	14564	15157	594	contig_1215	prodigal	+	14564	15157	594	contig_1215	
31	glimmer	+	15166	15831	666	contig_1215	phanotate	+	15166	15831	666	contig_1215	prodigal	+	15166	15831	666	contig_1215	
32	glimmer	+	15934	16737	804	contig_1215							prodigal	+	15934	16737	804	contig_1215	
33							phanotate	+	16036	16737	702	contig_1215							
34	glimmer	+	16779	18182	1404	contig_1215	phanotate	+	16779	18182	1404	contig_1215							
35													prodigal	+	16794	18182	1389	contig_1215	
36	glimmer	+	18187	19257	1071	contig_1215	phanotate	+	18187	19257	1071	contig_1215	prodigal	+	18187	19257	1071	contig_1215	
37	glimmer	+	19341	19928	588	contig_1215	phanotate	+	19341	19928	588	contig_1215							
38													prodigal	+	19350	19928	579	contig_1215	
39	glimmer	+	20018	20641	624	contig_1215	phanotate	+	20018	20641	624	contig_1215							
40													prodigal	+	20027	20641	615	contig_1215	
41	glimmer	+	20731	21357	627	contig_1215	phanotate	+	20731	21357	627	contig_1215							
42													prodigal	+	20740	21357	618	contig_1215	
43	glimmer	+	21357	21896	540	contig_1215	phanotate	+	21357	21896	540	contig_1215	prodigal	+	21357	21896	540	contig_1215	
44	glimmer	+	21896	23344	1449	contig_1215	phanotate	+	21896	23344	1449	contig_1215	prodigal	+	21896	23344	1449	contig_1215	
45							phanotate	-	23372	24514	1143	contig_1215	prodigal	-	23372	24514	1143	contig_1215	
46	glimmer	-	23372	24553	1182	contig_1215													
47	glimmer	-	24688	24906	219	contig_1215	phanotate	-	24688	24906	219	contig_1215	prodigal	-	24688	24906	219	contig_1215	
48							phanotate	-	24937	25059	123	contig_1215							
49							phanotate	+	25062	25151	90	contig_1215							
50	glimmer	+	25151	25579	429	contig_1215	phanotate	+	25151	25579	429	contig_1215	prodigal	+	25151	25579	429	contig_1215	
51	glimmer	+	25650	25847	198	contig_1215	phanotate	+	25650	25847	198	contig_1215	prodigal	+	25650	25847	198	contig_1215	
52													prodigal	+	25859	28015	2157	contig_1215	
53	glimmer	+	25904	28015	2112	contig_1215	phanotate	+	25904	28015	2112	contig_1215							
54							phanotate	+	28042	28221	180	contig_1215							
55	glimmer	+	28239	29501	1263	contig_1215	phanotate	+	28239	29501	1263	contig_1215	prodigal	+	28239	29501	1263	contig_1215	
56	glimmer	+	29518	30150	633	contig_1215	phanotate	+	29518	30150	633	contig_1215	prodigal	+	29518	30150	633	contig_1215	
57	glimmer	+	30163	30705	543	contig_1215	phanotate	+	30163	30705	543	contig_1215	prodigal	+	30163	30705	543	contig_1215	
58	glimmer	+	30718	34080	3363	contig_1215	phanotate	+	30718	34080	3363	contig_1215	prodigal	+	30718	34080	3363	contig_1215	
