locus_tag	ftype	length_bp	gene	EC_number	COG	product
AEHHABMJ_00001	CDS	7044				hypothetical protein
AEHHABMJ_00002	CDS	774				hypothetical protein
AEHHABMJ_00003	CDS	3321				hypothetical protein
AEHHABMJ_00004	CDS	210				hypothetical protein
AEHHABMJ_00005	CDS	1281				hypothetical protein
AEHHABMJ_00006	CDS	441				hypothetical protein
AEHHABMJ_00007	CDS	396				hypothetical protein
AEHHABMJ_00008	CDS	471				hypothetical protein
AEHHABMJ_00009	CDS	174				hypothetical protein
AEHHABMJ_00010	CDS	384				hypothetical protein
AEHHABMJ_00011	CDS	231				hypothetical protein
AEHHABMJ_00012	CDS	360				hypothetical protein
AEHHABMJ_00013	CDS	798				hypothetical protein
AEHHABMJ_00014	CDS	1212				hypothetical protein
AEHHABMJ_00015	CDS	306				hypothetical protein
AEHHABMJ_00016	CDS	1299				hypothetical protein
AEHHABMJ_00017	CDS	513	ybdM		COG1475	putative protein YbdM
AEHHABMJ_00018	CDS	177				hypothetical protein
AEHHABMJ_00019	CDS	381				hypothetical protein
AEHHABMJ_00020	CDS	831	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AEHHABMJ_00021	CDS	231				hypothetical protein
AEHHABMJ_00022	CDS	546				hypothetical protein
AEHHABMJ_00023	CDS	690	lexA_1	3.4.21.88		LexA repressor
AEHHABMJ_00024	CDS	627	lexA_2	3.4.21.88		LexA repressor
AEHHABMJ_00025	CDS	234				hypothetical protein
AEHHABMJ_00026	CDS	219				hypothetical protein
AEHHABMJ_00027	CDS	234				hypothetical protein
AEHHABMJ_00028	CDS	237				hypothetical protein
AEHHABMJ_00029	CDS	348				hypothetical protein
AEHHABMJ_00030	CDS	891				hypothetical protein
AEHHABMJ_00031	CDS	426				hypothetical protein
AEHHABMJ_00032	CDS	465				hypothetical protein
AEHHABMJ_00033	CDS	516				hypothetical protein
AEHHABMJ_00034	CDS	501				hypothetical protein
AEHHABMJ_00035	CDS	132				hypothetical protein
AEHHABMJ_00036	CDS	504	ssbA		COG0629	Single-stranded DNA-binding protein A
AEHHABMJ_00037	CDS	378				hypothetical protein
AEHHABMJ_00038	CDS	411				hypothetical protein
AEHHABMJ_00039	CDS	255				hypothetical protein
AEHHABMJ_00040	CDS	576				hypothetical protein
AEHHABMJ_00041	CDS	627				hypothetical protein
AEHHABMJ_00042	CDS	666				hypothetical protein
AEHHABMJ_00043	CDS	153				hypothetical protein
AEHHABMJ_00044	CDS	432				hypothetical protein
AEHHABMJ_00045	CDS	339				hypothetical protein
AEHHABMJ_00046	CDS	120				hypothetical protein
