locus_tag	ftype	length_bp	gene	EC_number	COG	product
FMPIHOBN_00001	CDS	447				hypothetical protein
FMPIHOBN_00002	CDS	1077				hypothetical protein
FMPIHOBN_00003	CDS	654				hypothetical protein
FMPIHOBN_00004	CDS	1149				hypothetical protein
FMPIHOBN_00005	CDS	465				hypothetical protein
FMPIHOBN_00006	CDS	378				hypothetical protein
FMPIHOBN_00007	CDS	1089				hypothetical protein
FMPIHOBN_00008	CDS	684				hypothetical protein
FMPIHOBN_00009	CDS	3135				hypothetical protein
FMPIHOBN_00010	CDS	426				hypothetical protein
FMPIHOBN_00011	CDS	486	xkdM			Phage-like element PBSX protein XkdM
FMPIHOBN_00012	CDS	1416				hypothetical protein
FMPIHOBN_00013	CDS	405				hypothetical protein
FMPIHOBN_00014	CDS	441				hypothetical protein
FMPIHOBN_00015	CDS	369				hypothetical protein
FMPIHOBN_00016	CDS	360				hypothetical protein
FMPIHOBN_00017	CDS	951				hypothetical protein
FMPIHOBN_00018	CDS	693				hypothetical protein
FMPIHOBN_00019	CDS	321				hypothetical protein
FMPIHOBN_00020	CDS	1038				hypothetical protein
FMPIHOBN_00021	CDS	1422				hypothetical protein
FMPIHOBN_00022	CDS	1272				hypothetical protein
FMPIHOBN_00023	CDS	843				hypothetical protein
FMPIHOBN_00024	CDS	663				hypothetical protein
FMPIHOBN_00025	CDS	507				hypothetical protein
FMPIHOBN_00026	CDS	483				hypothetical protein
FMPIHOBN_00027	CDS	339				hypothetical protein
FMPIHOBN_00028	CDS	171				hypothetical protein
FMPIHOBN_00029	CDS	222				hypothetical protein
