locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLGOJNKC_00001	CDS	336				hypothetical protein
PLGOJNKC_00002	CDS	342				hypothetical protein
PLGOJNKC_00003	CDS	750				hypothetical protein
PLGOJNKC_00004	CDS	510				hypothetical protein
PLGOJNKC_00005	CDS	1053				hypothetical protein
PLGOJNKC_00006	CDS	1263				hypothetical protein
PLGOJNKC_00007	CDS	1338				hypothetical protein
PLGOJNKC_00008	CDS	246				hypothetical protein
PLGOJNKC_00009	CDS	648				hypothetical protein
PLGOJNKC_00010	CDS	777				hypothetical protein
PLGOJNKC_00011	CDS	933				hypothetical protein
PLGOJNKC_00012	CDS	2130				hypothetical protein
PLGOJNKC_00013	CDS	1782				hypothetical protein
PLGOJNKC_00014	CDS	378				hypothetical protein
PLGOJNKC_00015	CDS	1413				hypothetical protein
PLGOJNKC_00016	CDS	966				hypothetical protein
PLGOJNKC_00017	CDS	477				hypothetical protein
PLGOJNKC_00018	CDS	312				hypothetical protein
PLGOJNKC_00019	CDS	411				hypothetical protein
PLGOJNKC_00020	CDS	408				hypothetical protein
PLGOJNKC_00021	CDS	342				hypothetical protein
PLGOJNKC_00022	CDS	333				hypothetical protein
