ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	57	359	+	6.1	Prodigal_v2.6.3	circular_read_610
1_2	356	691	+	14.1	Prodigal_v2.6.3	circular_read_610
1_3	688	1257	+	40.0	Prodigal_v2.6.3	circular_read_610
1_4	1254	1553	+	33.0	Prodigal_v2.6.3	circular_read_610
1_5	2235	2519	+	9.4	Prodigal_v2.6.3	circular_read_610
1_6	5169	5303	+	3.8	Prodigal_v2.6.3	circular_read_610
1_7	6687	6938	+	7.8	Prodigal_v2.6.3	circular_read_610
1_8	7343	7639	+	16.1	Prodigal_v2.6.3	circular_read_610
1_9	8653	8841	+	6.3	Prodigal_v2.6.3	circular_read_610
1_10	8869	8991	+	3.5	Prodigal_v2.6.3	circular_read_610
1_11	9650	9793	+	10.5	Prodigal_v2.6.3	circular_read_610
1_12	10858	11082	+	5.4	Prodigal_v2.6.3	circular_read_610
1_13	11127	11276	+	2.5	Prodigal_v2.6.3	circular_read_610
1_14	11351	11464	+	4.7	Prodigal_v2.6.3	circular_read_610
1_15	14074	14223	+	11.5	Prodigal_v2.6.3	circular_read_610
1_16	14521	14763	+	2.2	Prodigal_v2.6.3	circular_read_610
1_17	14997	15113	+	8.5	Prodigal_v2.6.3	circular_read_610
1_18	16248	16352	+	3.2	Prodigal_v2.6.3	circular_read_610
1_19	16292	16399	+	0.1	Prodigal_v2.6.3	circular_read_610
1_20	16424	16636	+	4.6	Prodigal_v2.6.3	circular_read_610
1_21	19835	20014	+	5.1	Prodigal_v2.6.3	circular_read_610
1_22	20747	20836	+	1.8	Prodigal_v2.6.3	circular_read_610
1_23	21026	21433	-	2.4	Prodigal_v2.6.3	circular_read_610
1_24	22429	22599	+	11.4	Prodigal_v2.6.3	circular_read_610
1_25	22596	22739	+	-4.0	Prodigal_v2.6.3	circular_read_610
1_26	22736	22843	+	-8.1	Prodigal_v2.6.3	circular_read_610
1_27	23006	23125	+	1.0	Prodigal_v2.6.3	circular_read_610
1_28	23608	23808	+	12.6	Prodigal_v2.6.3	circular_read_610
1_29	24302	24394	+	4.8	Prodigal_v2.6.3	circular_read_610
1_30	24404	24538	+	10.9	Prodigal_v2.6.3	circular_read_610
1_31	24583	24675	+	6.9	Prodigal_v2.6.3	circular_read_610
1_32	24681	24815	+	16.7	Prodigal_v2.6.3	circular_read_610
1_33	24838	25002	+	8.7	Prodigal_v2.6.3	circular_read_610
1_34	24947	25375	-	7.4	Prodigal_v2.6.3	circular_read_610
orf00001	688	1257	+	2.79	glimmer3	circular_read_610
orf00002	1434	1553	+	1.27	glimmer3	circular_read_610
orf00004	3850	3984	-	0.52	glimmer3	circular_read_610
orf00005	4382	4504	-	1.96	glimmer3	circular_read_610
orf00007	4580	4747	-	1.09	glimmer3	circular_read_610
orf00008	4738	4929	-	5.86	glimmer3	circular_read_610
orf00010	4962	5165	-	1.53	glimmer3	circular_read_610
orf00012	5225	5392	-	2.23	glimmer3	circular_read_610
orf00014	5454	5597	-	3.44	glimmer3	circular_read_610
orf00017	5673	5831	+	3.95	glimmer3	circular_read_610
orf00018	5803	6051	-	1.64	glimmer3	circular_read_610
orf00021	6061	6252	-	2.67	glimmer3	circular_read_610
orf00022	6341	6460	-	5.06	glimmer3	circular_read_610
orf00023	6675	6938	+	2.74	glimmer3	circular_read_610
orf00025	7212	7328	+	4.35	glimmer3	circular_read_610
orf00027	7343	7639	+	4.62	glimmer3	circular_read_610
orf00028	7605	7727	-	1.05	glimmer3	circular_read_610
orf00029	7970	8131	-	8.94	glimmer3	circular_read_610
orf00030	8180	8431	-	6.73	glimmer3	circular_read_610
orf00031	8413	8547	-	4.63	glimmer3	circular_read_610
orf00033	8869	8991	+	6.74	glimmer3	circular_read_610
orf00034	9057	9284	-	0.71	glimmer3	circular_read_610
orf00035	9412	9549	+	1.11	glimmer3	circular_read_610
orf00037	9683	9895	-	5.99	glimmer3	circular_read_610
orf00038	9920	10084	-	0.99	glimmer3	circular_read_610
orf00040	10332	10514	+	2.55	glimmer3	circular_read_610
orf00041	10669	10824	+	1.45	glimmer3	circular_read_610
orf00043	10858	11082	+	1.71	glimmer3	circular_read_610
orf00044	11127	11276	+	7.11	glimmer3	circular_read_610
orf00046	11341	11535	-	4.40	glimmer3	circular_read_610
orf00047	11535	11738	-	6.73	glimmer3	circular_read_610
orf00048	11744	11857	+	5.60	glimmer3	circular_read_610
orf00049	11951	12064	+	0.80	glimmer3	circular_read_610
orf00050	12450	12578	-	1.20	glimmer3	circular_read_610
orf00051	12808	12921	-	5.90	glimmer3	circular_read_610
orf00052	12932	13108	-	2.07	glimmer3	circular_read_610
orf00053	13248	13400	-	5.28	glimmer3	circular_read_610
orf00055	13678	13878	+	0.15	glimmer3	circular_read_610
orf00056	13888	14004	+	1.62	glimmer3	circular_read_610
orf00057	14521	14763	+	5.52	glimmer3	circular_read_610
orf00060	14871	14984	+	3.95	glimmer3	circular_read_610
orf00061	14997	15113	+	8.29	glimmer3	circular_read_610
orf00062	15164	15370	-	2.46	glimmer3	circular_read_610
orf00063	15397	15678	-	2.01	glimmer3	circular_read_610
orf00065	15699	15878	-	6.49	glimmer3	circular_read_610
orf00066	15954	16073	-	0.49	glimmer3	circular_read_610
orf00067	16268	16399	+	2.06	glimmer3	circular_read_610
orf00070	16495	16623	-	3.94	glimmer3	circular_read_610
orf00072	16678	16803	+	1.88	glimmer3	circular_read_610
orf00073	17055	17216	+	2.54	glimmer3	circular_read_610
orf00074	16985	17098	-	3.02	glimmer3	circular_read_610
orf00075	17188	17373	-	2.37	glimmer3	circular_read_610
orf00076	17397	17543	+	8.11	glimmer3	circular_read_610
