ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	1	195	+	18.7	Prodigal_v2.6.3	scaffold_1697
1_2	364	2100	+	223.8	Prodigal_v2.6.3	scaffold_1697
1_3	2097	2612	+	23.8	Prodigal_v2.6.3	scaffold_1697
1_4	2672	3160	+	40.3	Prodigal_v2.6.3	scaffold_1697
1_5	3162	3611	+	66.4	Prodigal_v2.6.3	scaffold_1697
1_6	3731	4120	+	14.6	Prodigal_v2.6.3	scaffold_1697
1_7	4133	4435	+	9.7	Prodigal_v2.6.3	scaffold_1697
1_8	4465	4788	+	35.5	Prodigal_v2.6.3	scaffold_1697
1_9	4791	5336	+	61.7	Prodigal_v2.6.3	scaffold_1697
1_10	5543	5845	-	9.7	Prodigal_v2.6.3	scaffold_1697
1_11	5858	6247	-	14.6	Prodigal_v2.6.3	scaffold_1697
1_12	6219	6374	-	-0.4	Prodigal_v2.6.3	scaffold_1697
1_13	6367	6816	-	66.1	Prodigal_v2.6.3	scaffold_1697
1_14	6860	7843	+	82.2	Prodigal_v2.6.3	scaffold_1697
1_15	7845	8294	+	66.4	Prodigal_v2.6.3	scaffold_1697
1_16	8414	8803	+	14.6	Prodigal_v2.6.3	scaffold_1697
1_17	8816	9118	+	9.7	Prodigal_v2.6.3	scaffold_1697
1_18	9148	9471	+	34.9	Prodigal_v2.6.3	scaffold_1697
1_19	9474	10019	+	61.7	Prodigal_v2.6.3	scaffold_1697
orf00001	46	195	+	1.94	glimmer3	scaffold_1697
orf00003	364	2100	+	10.97	glimmer3	scaffold_1697
orf00004	2097	2612	+	6.04	glimmer3	scaffold_1697
orf00005	2672	3160	+	11.34	glimmer3	scaffold_1697
orf00006	3162	3611	+	18.52	glimmer3	scaffold_1697
orf00007	3604	3759	+	4.16	glimmer3	scaffold_1697
orf00008	3731	4120	+	10.46	glimmer3	scaffold_1697
orf00009	4133	4435	+	14.74	glimmer3	scaffold_1697
orf00010	4465	4788	+	14.46	glimmer3	scaffold_1697
orf00011	4791	5336	+	8.28	glimmer3	scaffold_1697
orf00013	5543	5845	-	14.74	glimmer3	scaffold_1697
orf00014	5858	6238	-	10.72	glimmer3	scaffold_1697
orf00015	6219	6374	-	5.03	glimmer3	scaffold_1697
orf00016	6367	6816	-	18.52	glimmer3	scaffold_1697
orf00017	6860	7843	+	9.38	glimmer3	scaffold_1697
orf00018	7845	8294	+	18.52	glimmer3	scaffold_1697
orf00019	8287	8442	+	4.16	glimmer3	scaffold_1697
orf00020	8414	8803	+	10.46	glimmer3	scaffold_1697
orf00021	8816	9118	+	14.74	glimmer3	scaffold_1697
orf00022	9148	9471	+	14.58	glimmer3	scaffold_1697
orf00023	9474	10019	+	8.28	glimmer3	scaffold_1697
NA	1	195	+	NA	PHANOTATE	scaffold_1697
NA	276	175	-	NA	PHANOTATE	scaffold_1697
NA	364	2100	+	NA	PHANOTATE	scaffold_1697
NA	2097	2612	+	NA	PHANOTATE	scaffold_1697
NA	2672	3160	+	NA	PHANOTATE	scaffold_1697
NA	3162	3611	+	NA	PHANOTATE	scaffold_1697
NA	3604	3759	+	NA	PHANOTATE	scaffold_1697
NA	3731	4120	+	NA	PHANOTATE	scaffold_1697
NA	4133	4435	+	NA	PHANOTATE	scaffold_1697
NA	4465	4788	+	NA	PHANOTATE	scaffold_1697
NA	4791	5336	+	NA	PHANOTATE	scaffold_1697
NA	5359	5508	+	NA	PHANOTATE	scaffold_1697
NA	5845	5543	-	NA	PHANOTATE	scaffold_1697
NA	6247	5858	-	NA	PHANOTATE	scaffold_1697
NA	6374	6219	-	NA	PHANOTATE	scaffold_1697
NA	6816	6367	-	NA	PHANOTATE	scaffold_1697
NA	6860	7843	+	NA	PHANOTATE	scaffold_1697
NA	7845	8294	+	NA	PHANOTATE	scaffold_1697
NA	8287	8442	+	NA	PHANOTATE	scaffold_1697
NA	8414	8803	+	NA	PHANOTATE	scaffold_1697
NA	8816	9118	+	NA	PHANOTATE	scaffold_1697
NA	9148	9471	+	NA	PHANOTATE	scaffold_1697
NA	9474	10019	+	NA	PHANOTATE	scaffold_1697
