#id:	scaffold_1697
#START	STOP	FRAME	CONTIG	SCORE
1	195	+	scaffold_1697	-30.07210769798013081217066438	
276	175	-	scaffold_1697	-0.3500627844750914923321893700	
364	2100	+	scaffold_1697	-785104632833463.3916233277569	
2097	2612	+	scaffold_1697	-384.6391658835076059931572939	
2672	3160	+	scaffold_1697	-1164.610610864415339434937948	
3162	3611	+	scaffold_1697	-15207.18481919960078354044198	
3604	3759	+	scaffold_1697	-27.10639985696734454924930079	
3731	4120	+	scaffold_1697	-248.4939901266968513806841532	
4133	4435	+	scaffold_1697	-9.834502211180265172402831282	
4465	4788	+	scaffold_1697	-2418.919014637349091866993310	
4791	5336	+	scaffold_1697	-1595.242224700610917195609573	
5359	5508	+	scaffold_1697	-0.1140169400564973498141163857	
5845	5543	-	scaffold_1697	-9.834502211180265172402831282	
6247	5858	-	scaffold_1697	-82.80011305167835669781223517	
6374	6219	-	scaffold_1697	-25.30795466962515447792409108	
6816	6367	-	scaffold_1697	-14111.25188273777204922565792	
6860	7843	+	scaffold_1697	-52294.19802943818501167386926	
7845	8294	+	scaffold_1697	-15207.18481919960078354044198	
8287	8442	+	scaffold_1697	-27.10639985696734454924930079	
8414	8803	+	scaffold_1697	-248.4939901266968513806841532	
8816	9118	+	scaffold_1697	-9.834502211180265172402831282	
9148	9471	+	scaffold_1697	-1930.548739177472563971983454	
9474	10019	+	scaffold_1697	-1595.242224700610917195609573	
