#id:	contig_1238
#START	STOP	FRAME	CONTIG	SCORE
1042	602	-	contig_1238	-928.2720274035568752704502319	
1169	996	-	contig_1238	-6.437478259801908446968720459	
1300	1211	-	contig_1238	-0.2781754971010725920633496912	
1488	1318	-	contig_1238	-14.83146331350779661234389393	
1600	1466	-	contig_1238	-0.3597526446795660381623974613	
1989	1738	-	contig_1238	-0.1280896146519827690871955515	
2251	2132	-	contig_1238	-2.120566937756781388549013515	
2613	2347	-	contig_1238	-3448.198841488821708828038721	
3095	2625	-	contig_1238	-1594.821768866443787566538744	
3710	3096	-	contig_1238	-577148.3074490232348518633199	
4491	3694	-	contig_1238	-76309728.45499129425306529830	
4958	4554	-	contig_1238	-5718.660795413621984558453133	
5096	4977	-	contig_1238	-5.471621075247275588700025522	
5281	5099	-	contig_1238	-4.511688868320506670324256640	
