locus_tag	ftype	length_bp	gene	EC_number	COG	product
ACDKKLKH_00001	CDS	159				hypothetical protein
ACDKKLKH_00002	CDS	330				hypothetical protein
ACDKKLKH_00003	CDS	159				hypothetical protein
ACDKKLKH_00004	CDS	396				hypothetical protein
ACDKKLKH_00005	CDS	231				hypothetical protein
ACDKKLKH_00006	CDS	390				hypothetical protein
ACDKKLKH_00007	CDS	138				hypothetical protein
ACDKKLKH_00008	CDS	1065				hypothetical protein
ACDKKLKH_00009	CDS	360				hypothetical protein
ACDKKLKH_00010	CDS	348				hypothetical protein
ACDKKLKH_00011	CDS	1518				hypothetical protein
ACDKKLKH_00012	CDS	420				hypothetical protein
ACDKKLKH_00013	CDS	291				hypothetical protein
ACDKKLKH_00014	CDS	393				hypothetical protein
ACDKKLKH_00015	CDS	156				hypothetical protein
ACDKKLKH_00016	CDS	384				hypothetical protein
ACDKKLKH_00017	CDS	231				hypothetical protein
ACDKKLKH_00018	CDS	321				hypothetical protein
ACDKKLKH_00019	CDS	801				hypothetical protein
ACDKKLKH_00020	CDS	264				hypothetical protein
ACDKKLKH_00021	CDS	303				hypothetical protein
ACDKKLKH_00022	CDS	135				hypothetical protein
ACDKKLKH_00023	CDS	150				hypothetical protein
ACDKKLKH_00024	CDS	360				hypothetical protein
ACDKKLKH_00025	CDS	192				hypothetical protein
ACDKKLKH_00026	CDS	243				hypothetical protein
ACDKKLKH_00027	CDS	951				hypothetical protein
ACDKKLKH_00028	CDS	798				hypothetical protein
ACDKKLKH_00029	CDS	360				hypothetical protein
ACDKKLKH_00030	CDS	231				hypothetical protein
ACDKKLKH_00031	CDS	384				hypothetical protein
ACDKKLKH_00032	CDS	483				hypothetical protein
ACDKKLKH_00033	CDS	231				hypothetical protein
ACDKKLKH_00034	CDS	516				hypothetical protein
