ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	1	255	+	5.5	Prodigal_v2.6.3	contig_2914
1_2	252	1274	+	81.1	Prodigal_v2.6.3	contig_2914
1_3	1274	2116	+	81.3	Prodigal_v2.6.3	contig_2914
1_4	2079	3101	-	81.1	Prodigal_v2.6.3	contig_2914
1_5	3444	4013	-	42.0	Prodigal_v2.6.3	contig_2914
1_6	4013	4921	-	63.2	Prodigal_v2.6.3	contig_2914
1_7	4872	5036	-	9.4	Prodigal_v2.6.3	contig_2914
1_8	5033	5458	-	17.8	Prodigal_v2.6.3	contig_2914
1_9	5596	5955	-	29.0	Prodigal_v2.6.3	contig_2914
1_10	6442	6609	-	-4.5	Prodigal_v2.6.3	contig_2914
1_11	6609	6893	-	27.6	Prodigal_v2.6.3	contig_2914
1_12	7913	8173	+	18.5	Prodigal_v2.6.3	contig_2914
1_13	8288	8491	+	2.9	Prodigal_v2.6.3	contig_2914
1_14	8978	9337	+	29.0	Prodigal_v2.6.3	contig_2914
1_15	9475	9900	+	17.8	Prodigal_v2.6.3	contig_2914
orf00001	118	255	+	3.12	glimmer3	contig_2914
orf00002	252	1274	+	6.34	glimmer3	contig_2914
orf00003	1274	2116	+	2.94	glimmer3	contig_2914
orf00004	2079	3101	-	6.34	glimmer3	contig_2914
orf00005	3098	3487	-	2.92	glimmer3	contig_2914
orf00006	3444	4013	-	0.29	glimmer3	contig_2914
orf00007	4013	4918	-	6.48	glimmer3	contig_2914
orf00008	4872	5036	-	2.54	glimmer3	contig_2914
orf00009	5033	5458	-	2.63	glimmer3	contig_2914
orf00010	5596	5988	-	10.54	glimmer3	contig_2914
orf00011	6118	6366	-	5.07	glimmer3	contig_2914
orf00012	6442	6606	-	3.60	glimmer3	contig_2914
orf00014	6609	6893	-	4.02	glimmer3	contig_2914
orf00015	7183	7392	+	2.96	glimmer3	contig_2914
orf00016	7352	7585	-	4.14	glimmer3	contig_2914
orf00018	7913	8173	+	2.05	glimmer3	contig_2914
orf00019	8288	8491	+	0.98	glimmer3	contig_2914
orf00020	8567	8815	+	5.07	glimmer3	contig_2914
orf00021	8945	9337	+	10.54	glimmer3	contig_2914
orf00022	9475	9900	+	2.63	glimmer3	contig_2914
NA	1	255	+	NA	PHANOTATE	contig_2914
NA	306	1274	+	NA	PHANOTATE	contig_2914
NA	1274	2116	+	NA	PHANOTATE	contig_2914
NA	3047	2079	-	NA	PHANOTATE	contig_2914
NA	3487	3098	-	NA	PHANOTATE	contig_2914
NA	4013	3444	-	NA	PHANOTATE	contig_2914
NA	4921	4013	-	NA	PHANOTATE	contig_2914
NA	4981	5247	+	NA	PHANOTATE	contig_2914
NA	5321	5416	+	NA	PHANOTATE	contig_2914
NA	5429	5599	+	NA	PHANOTATE	contig_2914
NA	5988	5596	-	NA	PHANOTATE	contig_2914
NA	6366	6118	-	NA	PHANOTATE	contig_2914
NA	6609	6442	-	NA	PHANOTATE	contig_2914
NA	6893	6609	-	NA	PHANOTATE	contig_2914
NA	6922	7044	+	NA	PHANOTATE	contig_2914
NA	7055	7186	+	NA	PHANOTATE	contig_2914
NA	7183	7392	+	NA	PHANOTATE	contig_2914
NA	7497	7670	+	NA	PHANOTATE	contig_2914
NA	7735	7824	+	NA	PHANOTATE	contig_2914
NA	7808	7897	+	NA	PHANOTATE	contig_2914
NA	7913	8173	+	NA	PHANOTATE	contig_2914
NA	8288	8491	+	NA	PHANOTATE	contig_2914
NA	8567	8815	+	NA	PHANOTATE	contig_2914
NA	8945	9337	+	NA	PHANOTATE	contig_2914
NA	9327	9443	+	NA	PHANOTATE	contig_2914
NA	9475	9900	+	NA	PHANOTATE	contig_2914
