CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1	glimmer	-	25	792	768	contig_2619	phanotate	-	25	792	768	contig_2619	prodigal	-	25	792	768	contig_2619	
2	glimmer	-	797	1510	714	contig_2619	phanotate	-	797	1510	714	contig_2619	prodigal	-	797	1510	714	contig_2619	
3	glimmer	-	1507	1839	333	contig_2619	phanotate	-	1507	1839	333	contig_2619	prodigal	-	1507	1839	333	contig_2619	
4	glimmer	-	1909	2559	651	contig_2619	phanotate	-	1909	2559	651	contig_2619	prodigal	-	1909	2559	651	contig_2619	
5	glimmer	-	2537	2716	180	contig_2619													
6							phanotate	-	2537	2734	198	contig_2619	prodigal	-	2537	2734	198	contig_2619	
7	glimmer	-	2734	2847	114	contig_2619	phanotate	-	2734	2847	114	contig_2619	prodigal	-	2734	2847	114	contig_2619	
8	glimmer	-	2905	3069	165	contig_2619													
9							phanotate	-	2905	3174	270	contig_2619	prodigal	-	2905	3174	270	contig_2619	
10	glimmer	+	3026	3247	222	contig_2619													
11	glimmer	-	3238	5169	1932	contig_2619	phanotate	-	3238	5169	1932	contig_2619	prodigal	-	3238	5169	1932	contig_2619	
12	glimmer	-	5182	5376	195	contig_2619	phanotate	-	5182	5376	195	contig_2619							
13	glimmer	-	5421	5780	360	contig_2619	phanotate	-	5421	5780	360	contig_2619	prodigal	-	5421	5780	360	contig_2619	
14	glimmer	-	5854	6087	234	contig_2619													
15							phanotate	-	5854	6093	240	contig_2619							
16	glimmer	-	6144	6584	441	contig_2619	phanotate	-	6144	6584	441	contig_2619	prodigal	-	6144	6584	441	contig_2619	
17	glimmer	-	6598	6972	375	contig_2619	phanotate	-	6598	6972	375	contig_2619	prodigal	-	6598	6972	375	contig_2619	
18	glimmer	-	6959	7504	546	contig_2619							prodigal	-	6959	7504	546	contig_2619	
19							phanotate	-	6959	7561	603	contig_2619							
20	glimmer	-	7494	7835	342	contig_2619	phanotate	-	7494	7835	342	contig_2619	prodigal	-	7494	7835	342	contig_2619	
21	glimmer	-	7835	8182	348	contig_2619	phanotate	-	7835	8182	348	contig_2619	prodigal	-	7835	8182	348	contig_2619	
22	glimmer	-	8258	8506	249	contig_2619													
23							phanotate	-	8258	8521	264	contig_2619	prodigal	-	8258	8521	264	contig_2619	
24	glimmer	-	8481	9467	987	contig_2619	phanotate	-	8481	9467	987	contig_2619	prodigal	-	8481	9467	987	contig_2619	
25	glimmer	-	9479	9895	417	contig_2619	phanotate	-	9479	9895	417	contig_2619	prodigal	-	9479	9895	417	contig_2619	
26	glimmer	-	9903	10133	231	contig_2619	phanotate	-	9903	10133	231	contig_2619	prodigal	-	9903	10133	231	contig_2619	
27	glimmer	-	10231	11361	1131	contig_2619	phanotate	-	10231	11361	1131	contig_2619	prodigal	-	10231	11361	1131	contig_2619	
28	glimmer	-	11397	11510	114	contig_2619	phanotate	-	11397	11510	114	contig_2619	prodigal	-	11397	11510	114	contig_2619	
29	glimmer	-	11534	13402	1869	contig_2619	phanotate	-	11534	13402	1869	contig_2619	prodigal	-	11534	13402	1869	contig_2619	
30	glimmer	-	13445	13804	360	contig_2619	phanotate	-	13445	13804	360	contig_2619	prodigal	-	13445	13804	360	contig_2619	
31	glimmer	+	13887	14063	177	contig_2619	phanotate	+	13887	14063	177	contig_2619	prodigal	+	13887	14063	177	contig_2619	
32	glimmer	+	14128	14814	687	contig_2619													
33							phanotate	+	14203	14814	612	contig_2619	prodigal	+	14203	14814	612	contig_2619	
34	glimmer	+	14804	15040	237	contig_2619	phanotate	+	14804	15040	237	contig_2619							
35	glimmer	+	15024	15758	735	contig_2619	phanotate	+	15024	15758	735	contig_2619							
36													prodigal	+	15075	15758	684	contig_2619	
37	glimmer	+	15782	17158	1377	contig_2619	phanotate	+	15782	17158	1377	contig_2619	prodigal	+	15782	17158	1377	contig_2619	
38	glimmer	+	17159	17530	372	contig_2619	phanotate	+	17159	17530	372	contig_2619	prodigal	+	17159	17530	372	contig_2619	
39													prodigal	+	17472	17813	342	contig_2619	
40	glimmer	+	17547	17813	267	contig_2619	phanotate	+	17547	17813	267	contig_2619							
41	glimmer	+	17825	19033	1209	contig_2619	phanotate	+	17825	19033	1209	contig_2619	prodigal	+	17825	19033	1209	contig_2619	
42	glimmer	+	19109	19456	348	contig_2619	phanotate	+	19109	19456	348	contig_2619	prodigal	+	19109	19456	348	contig_2619	
43	glimmer	+	19456	19797	342	contig_2619	phanotate	+	19456	19797	342	contig_2619	prodigal	+	19456	19797	342	contig_2619	
44							phanotate	+	19730	20332	603	contig_2619							
45	glimmer	+	19787	20332	546	contig_2619							prodigal	+	19787	20332	546	contig_2619	
46	glimmer	+	20319	20693	375	contig_2619	phanotate	+	20319	20693	375	contig_2619	prodigal	+	20319	20693	375	contig_2619	
47	glimmer	+	20707	21147	441	contig_2619	phanotate	+	20707	21147	441	contig_2619	prodigal	+	20707	21147	441	contig_2619	
48							phanotate	+	21198	21437	240	contig_2619							
49	glimmer	+	21204	21437	234	contig_2619													
50	glimmer	+	21511	21870	360	contig_2619	phanotate	+	21511	21870	360	contig_2619	prodigal	+	21511	21870	360	contig_2619	
51	glimmer	+	21915	22109	195	contig_2619	phanotate	+	21915	22109	195	contig_2619							
52	glimmer	+	22122	24386	2265	contig_2619	phanotate	+	22122	24386	2265	contig_2619	prodigal	+	22122	24386	2265	contig_2619	
53	glimmer	+	24444	24557	114	contig_2619	phanotate	+	24444	24557	114	contig_2619	prodigal	+	24444	24557	114	contig_2619	
54							phanotate	+	24557	24754	198	contig_2619	prodigal	+	24557	24754	198	contig_2619	
55	glimmer	+	24575	24754	180	contig_2619													
56	glimmer	+	24732	25382	651	contig_2619	phanotate	+	24732	25382	651	contig_2619	prodigal	+	24732	25382	651	contig_2619	
57	glimmer	+	25452	25784	333	contig_2619	phanotate	+	25452	25784	333	contig_2619	prodigal	+	25452	25784	333	contig_2619	
58	glimmer	+	25781	26494	714	contig_2619	phanotate	+	25781	26494	714	contig_2619	prodigal	+	25781	26494	714	contig_2619	
59	glimmer	+	26498	27265	768	contig_2619	phanotate	+	26498	27265	768	contig_2619	prodigal	+	26498	27265	768	contig_2619	
60	glimmer	+	27258	27713	456	contig_2619	phanotate	+	27258	27713	456	contig_2619	prodigal	+	27258	27713	456	contig_2619	
61	glimmer	+	27682	27867	186	contig_2619	phanotate	+	27682	27867	186	contig_2619							
62	glimmer	+	27879	28304	426	contig_2619	phanotate	+	27879	28304	426	contig_2619	prodigal	+	27879	28304	426	contig_2619	
63							phanotate	-	28281	28523	243	contig_2619							
64	glimmer	+	28534	28722	189	contig_2619													
65							phanotate	-	28541	28699	159	contig_2619							
66	glimmer	+	28691	28861	171	contig_2619													
67							phanotate	+	28700	28861	162	contig_2619							
68	glimmer	+	28865	31714	2850	contig_2619	phanotate	+	28865	31714	2850	contig_2619	prodigal	+	28865	31714	2850	contig_2619	
69	glimmer	+	31774	35034	3261	contig_2619	phanotate	+	31774	35034	3261	contig_2619	prodigal	+	31774	35034	3261	contig_2619	
70	glimmer	+	35150	35650	501	contig_2619	phanotate	+	35150	35650	501	contig_2619	prodigal	+	35150	35650	501	contig_2619	
71	glimmer	+	35772	36017	246	contig_2619	phanotate	+	35772	36017	246	contig_2619	prodigal	+	35772	36017	246	contig_2619	
72	glimmer	+	36027	36260	234	contig_2619	phanotate	+	36027	36260	234	contig_2619	prodigal	+	36027	36260	234	contig_2619	
73	glimmer	-	36290	36661	372	contig_2619	phanotate	-	36290	36661	372	contig_2619	prodigal	-	36290	36661	372	contig_2619	
74	glimmer	-	36658	36981	324	contig_2619	phanotate	-	36658	36981	324	contig_2619	prodigal	-	36658	36981	324	contig_2619	
75	glimmer	-	36982	37833	852	contig_2619	phanotate	-	36982	37833	852	contig_2619	prodigal	-	36982	37833	852	contig_2619	
