#id:	contig_1897
#START	STOP	FRAME	CONTIG	SCORE
128	3	-	contig_1897	-1.742393325395900114610447328	
189	605	+	contig_1897	-2760.635886363862276257926595	
617	805	+	contig_1897	-384.9203704799516009789838944	
882	1175	+	contig_1897	-2713.745043840023370970334352	
1181	1468	+	contig_1897	-1357.183571767497958478814078	
1626	1531	-	contig_1897	-0.09964419209647546391082728967	
1655	1954	+	contig_1897	-8075.889529983492419955020539	
1989	2219	+	contig_1897	-0.2272583519604866392620654352	
2213	2377	+	contig_1897	-0.06827898149405615821350332332	
2395	2553	+	contig_1897	-1.211462601024999182472478060	
2596	2730	+	contig_1897	-3.894305716625254745786582990	
2750	2863	+	contig_1897	-0.4899877489590840267927902719	
2914	3003	+	contig_1897	-0.04019498274327660557796904570	
3096	3899	+	contig_1897	-3792699801.842346841020297722	
4122	3958	-	contig_1897	-0.05574088997750231362128706816	
4346	4116	-	contig_1897	-0.2284940463040854549773354291	
4740	4381	-	contig_1897	-5967.971429497428051501401400	
5154	4867	-	contig_1897	-1245.371452868729024735722377	
5453	5160	-	contig_1897	-4088.562608628657389747586248	
5644	5516	-	contig_1897	-27.99673538364058254714162507	
