locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAFPJGOE_00001	CDS	612				hypothetical protein
AAFPJGOE_00002	CDS	3090				hypothetical protein
AAFPJGOE_00003	CDS	513				hypothetical protein
AAFPJGOE_00004	CDS	450				hypothetical protein
AAFPJGOE_00005	CDS	189				hypothetical protein
AAFPJGOE_00006	CDS	426				hypothetical protein
AAFPJGOE_00007	CDS	447				hypothetical protein
AAFPJGOE_00008	CDS	408				hypothetical protein
AAFPJGOE_00009	CDS	459				hypothetical protein
AAFPJGOE_00010	CDS	183				hypothetical protein
AAFPJGOE_00011	CDS	363				hypothetical protein
AAFPJGOE_00012	CDS	561				hypothetical protein
AAFPJGOE_00013	CDS	180				hypothetical protein
AAFPJGOE_00014	CDS	342				hypothetical protein
AAFPJGOE_00015	CDS	561				hypothetical protein
AAFPJGOE_00016	CDS	363				hypothetical protein
AAFPJGOE_00017	CDS	183				hypothetical protein
AAFPJGOE_00018	CDS	459				hypothetical protein
AAFPJGOE_00019	CDS	408				hypothetical protein
AAFPJGOE_00020	CDS	474				hypothetical protein
AAFPJGOE_00021	CDS	426				hypothetical protein
AAFPJGOE_00022	CDS	189				hypothetical protein
AAFPJGOE_00023	CDS	450				hypothetical protein
AAFPJGOE_00024	CDS	513				hypothetical protein
AAFPJGOE_00025	CDS	3090				hypothetical protein
AAFPJGOE_00026	CDS	612				hypothetical protein
