locus_tag	ftype	length_bp	gene	EC_number	COG	product
NNHAIAND_00001	CDS	330				hypothetical protein
NNHAIAND_00002	CDS	1683				hypothetical protein
NNHAIAND_00003	CDS	1245				hypothetical protein
NNHAIAND_00004	CDS	669				hypothetical protein
NNHAIAND_00005	CDS	1215				hypothetical protein
NNHAIAND_00006	CDS	180				hypothetical protein
NNHAIAND_00007	CDS	561				hypothetical protein
NNHAIAND_00008	CDS	363				hypothetical protein
NNHAIAND_00009	CDS	459				hypothetical protein
NNHAIAND_00010	CDS	411				hypothetical protein
NNHAIAND_00011	CDS	465				hypothetical protein
NNHAIAND_00012	CDS	393				hypothetical protein
NNHAIAND_00013	CDS	168				hypothetical protein
NNHAIAND_00014	CDS	318				hypothetical protein
NNHAIAND_00015	CDS	147				hypothetical protein
NNHAIAND_00016	CDS	738				hypothetical protein
