locus_tag	ftype	length_bp	gene	EC_number	COG	product
JANOIEMM_00001	CDS	693				hypothetical protein
JANOIEMM_00002	CDS	2922				hypothetical protein
JANOIEMM_00003	CDS	426				hypothetical protein
JANOIEMM_00004	CDS	483	xkdM			Phage-like element PBSX protein XkdM
JANOIEMM_00005	CDS	1428				hypothetical protein
JANOIEMM_00006	CDS	408				hypothetical protein
JANOIEMM_00007	CDS	441				hypothetical protein
JANOIEMM_00008	CDS	369				hypothetical protein
JANOIEMM_00009	CDS	360				hypothetical protein
JANOIEMM_00010	CDS	1017				hypothetical protein
JANOIEMM_00011	CDS	591				hypothetical protein
JANOIEMM_00012	CDS	357				hypothetical protein
