locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMGLHJHE_00001	CDS	456				hypothetical protein
KMGLHJHE_00002	CDS	624	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
KMGLHJHE_00003	CDS	384				hypothetical protein
KMGLHJHE_00004	CDS	486				hypothetical protein
KMGLHJHE_00005	CDS	858				hypothetical protein
KMGLHJHE_00006	CDS	399				hypothetical protein
KMGLHJHE_00007	CDS	495				hypothetical protein
KMGLHJHE_00008	CDS	417				hypothetical protein
KMGLHJHE_00009	CDS	192				hypothetical protein
KMGLHJHE_00010	CDS	306				hypothetical protein
KMGLHJHE_00011	CDS	1002				hypothetical protein
KMGLHJHE_00012	CDS	1782				hypothetical protein
KMGLHJHE_00013	CDS	1230				hypothetical protein
KMGLHJHE_00014	CDS	279				hypothetical protein
KMGLHJHE_00015	CDS	564				hypothetical protein
KMGLHJHE_00016	CDS	558				hypothetical protein
KMGLHJHE_00017	CDS	279				hypothetical protein
KMGLHJHE_00018	CDS	1230				hypothetical protein
KMGLHJHE_00019	CDS	1782				hypothetical protein
KMGLHJHE_00020	CDS	1002				hypothetical protein
KMGLHJHE_00021	CDS	306				hypothetical protein
KMGLHJHE_00022	CDS	192				hypothetical protein
KMGLHJHE_00023	CDS	417				hypothetical protein
KMGLHJHE_00024	CDS	495				hypothetical protein
KMGLHJHE_00025	CDS	399				hypothetical protein
KMGLHJHE_00026	CDS	858				hypothetical protein
KMGLHJHE_00027	CDS	486				hypothetical protein
