locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKDEBGCB_00001	CDS	738				hypothetical protein
LKDEBGCB_00002	CDS	597				hypothetical protein
LKDEBGCB_00003	CDS	297				hypothetical protein
LKDEBGCB_00004	CDS	477				hypothetical protein
LKDEBGCB_00005	CDS	966				hypothetical protein
LKDEBGCB_00006	CDS	1413				hypothetical protein
LKDEBGCB_00007	CDS	375				hypothetical protein
LKDEBGCB_00008	CDS	1557				hypothetical protein
LKDEBGCB_00009	CDS	2139				hypothetical protein
LKDEBGCB_00010	CDS	933				hypothetical protein
LKDEBGCB_00011	CDS	780				hypothetical protein
LKDEBGCB_00012	CDS	651				hypothetical protein
LKDEBGCB_00013	CDS	240				hypothetical protein
LKDEBGCB_00014	CDS	168				hypothetical protein
LKDEBGCB_00015	CDS	1350				hypothetical protein
LKDEBGCB_00016	CDS	1263				hypothetical protein
LKDEBGCB_00017	CDS	1053				hypothetical protein
LKDEBGCB_00018	CDS	516				hypothetical protein
LKDEBGCB_00019	CDS	747				hypothetical protein
LKDEBGCB_00020	CDS	342				hypothetical protein
