locus_tag	ftype	length_bp	gene	EC_number	COG	product
OMHMOINI_00001	CDS	363				hypothetical protein
OMHMOINI_00002	CDS	507				hypothetical protein
OMHMOINI_00003	CDS	408				hypothetical protein
OMHMOINI_00004	CDS	396				hypothetical protein
OMHMOINI_00005	CDS	324				hypothetical protein
OMHMOINI_00006	CDS	144				hypothetical protein
OMHMOINI_00007	CDS	282				hypothetical protein
OMHMOINI_00008	CDS	606				hypothetical protein
OMHMOINI_00009	CDS	279				hypothetical protein
OMHMOINI_00010	CDS	1233				hypothetical protein
OMHMOINI_00011	CDS	1782				hypothetical protein
OMHMOINI_00012	CDS	981				hypothetical protein
OMHMOINI_00013	CDS	309				hypothetical protein
OMHMOINI_00014	CDS	192				hypothetical protein
OMHMOINI_00015	CDS	414				hypothetical protein
OMHMOINI_00016	CDS	462				hypothetical protein
OMHMOINI_00017	CDS	393				hypothetical protein
OMHMOINI_00018	CDS	339				hypothetical protein
OMHMOINI_00019	CDS	408				hypothetical protein
OMHMOINI_00020	CDS	624	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
OMHMOINI_00021	CDS	456				hypothetical protein
OMHMOINI_00022	CDS	186				hypothetical protein
OMHMOINI_00023	CDS	303				hypothetical protein
OMHMOINI_00024	CDS	297				hypothetical protein
OMHMOINI_00025	CDS	549				hypothetical protein
OMHMOINI_00026	CDS	1680				hypothetical protein
OMHMOINI_00027	CDS	1497				hypothetical protein
OMHMOINI_00028	CDS	1230				hypothetical protein
OMHMOINI_00029	CDS	546				hypothetical protein
OMHMOINI_00030	CDS	1080				hypothetical protein
OMHMOINI_00031	CDS	360				hypothetical protein
OMHMOINI_00032	CDS	927				hypothetical protein
OMHMOINI_00033	CDS	525				hypothetical protein
OMHMOINI_00034	CDS	450				hypothetical protein
