locus_tag	ftype	length_bp	gene	EC_number	COG	product
DBGHLBHP_00001	CDS	1053				hypothetical protein
DBGHLBHP_00002	CDS	1050				hypothetical protein
DBGHLBHP_00003	CDS	420				hypothetical protein
DBGHLBHP_00004	CDS	504				hypothetical protein
DBGHLBHP_00005	CDS	252				hypothetical protein
DBGHLBHP_00006	CDS	450				hypothetical protein
DBGHLBHP_00007	CDS	1110				hypothetical protein
DBGHLBHP_00008	CDS	120				hypothetical protein
DBGHLBHP_00009	CDS	180				hypothetical protein
DBGHLBHP_00010	CDS	360				hypothetical protein
DBGHLBHP_00011	CDS	966	Int-Tn			Transposase from transposon Tn916
