ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	151	-	17.2	Prodigal_v2.6.3	contig_2670
1_2	161	538	-	34.1	Prodigal_v2.6.3	contig_2670
1_3	548	928	-	32.8	Prodigal_v2.6.3	contig_2670
1_4	928	1323	-	23.2	Prodigal_v2.6.3	contig_2670
1_5	1514	1660	+	0.2	Prodigal_v2.6.3	contig_2670
1_6	1775	2167	+	33.0	Prodigal_v2.6.3	contig_2670
1_7	2157	3188	+	95.6	Prodigal_v2.6.3	contig_2670
1_8	3397	3744	+	19.5	Prodigal_v2.6.3	contig_2670
1_9	3950	4297	-	19.5	Prodigal_v2.6.3	contig_2670
1_10	4582	5538	-	87.3	Prodigal_v2.6.3	contig_2670
1_11	5528	5920	-	32.7	Prodigal_v2.6.3	contig_2670
1_12	6035	6181	-	6.7	Prodigal_v2.6.3	contig_2670
1_13	6372	6767	+	23.2	Prodigal_v2.6.3	contig_2670
1_14	6767	7147	+	32.8	Prodigal_v2.6.3	contig_2670
1_15	7157	7534	+	34.1	Prodigal_v2.6.3	contig_2670
1_16	7544	7699	+	16.0	Prodigal_v2.6.3	contig_2670
orf00001	161	538	-	11.15	glimmer3	contig_2670
orf00002	548	928	-	11.14	glimmer3	contig_2670
orf00003	928	1323	-	10.12	glimmer3	contig_2670
orf00004	1331	1681	-	5.36	glimmer3	contig_2670
orf00005	1775	2167	+	9.93	glimmer3	contig_2670
orf00006	2157	3188	+	9.51	glimmer3	contig_2670
orf00008	3397	3744	+	10.62	glimmer3	contig_2670
orf00009	3950	4297	-	10.62	glimmer3	contig_2670
orf00010	4430	4576	+	3.17	glimmer3	contig_2670
orf00012	4582	5538	-	9.71	glimmer3	contig_2670
orf00013	5528	5920	-	9.95	glimmer3	contig_2670
orf00014	6014	6364	+	5.64	glimmer3	contig_2670
orf00015	6372	6767	+	10.12	glimmer3	contig_2670
orf00016	6767	7147	+	11.14	glimmer3	contig_2670
orf00017	7157	7534	+	11.15	glimmer3	contig_2670
orf00018	7544	2	+	3.03	glimmer3	contig_2670
orf00019	7699	151	-	3.61	glimmer3	contig_2670
NA	151	2	-	NA	PHANOTATE	contig_2670
NA	538	161	-	NA	PHANOTATE	contig_2670
NA	928	548	-	NA	PHANOTATE	contig_2670
NA	1323	928	-	NA	PHANOTATE	contig_2670
NA	1501	1331	-	NA	PHANOTATE	contig_2670
NA	1514	1660	+	NA	PHANOTATE	contig_2670
NA	1775	2167	+	NA	PHANOTATE	contig_2670
NA	2157	3188	+	NA	PHANOTATE	contig_2670
NA	3412	3323	-	NA	PHANOTATE	contig_2670
NA	3397	3744	+	NA	PHANOTATE	contig_2670
NA	4297	3950	-	NA	PHANOTATE	contig_2670
NA	4282	4371	+	NA	PHANOTATE	contig_2670
NA	4430	4576	+	NA	PHANOTATE	contig_2670
NA	5538	4582	-	NA	PHANOTATE	contig_2670
NA	5920	5528	-	NA	PHANOTATE	contig_2670
NA	6181	6035	-	NA	PHANOTATE	contig_2670
NA	6194	6364	+	NA	PHANOTATE	contig_2670
NA	6372	6767	+	NA	PHANOTATE	contig_2670
NA	6767	7147	+	NA	PHANOTATE	contig_2670
NA	7157	7534	+	NA	PHANOTATE	contig_2670
NA	7544	7699	+	NA	PHANOTATE	contig_2670
